id,what,where
 T1087 ,collects,information local user accounts
 T1087 ,list,account information
 T1087 ,gathers,information local groups members
 T1087 ,performs,account discovery
 T1087 ,using,"commands net localgroup administrators net group "" REDACTED "" directory specific permissions groups"
 T1087 ,collects,list accounts command net users
 T1087 ,used,MailSniper
 T1087 ,obtain,account names
 T1087 ,using,cmdlet
 T1087 ,Get,GlobalAddressList
 T1087 ,used,Microsoft administration tool csvde
 T1087 ,export,Active Directory data
 T1087 ,create,file
 T1087 ,containing,results command cmd directory net user { Username}.
 T1087 ,retrieve,information users remote hosts
 T1087 ,used,Commands net
 T1087 ,manipulate,user accounts
 T1087 ,run,"net user , net user directory net group âdomain adminsâ directory net group âExchange Trusted Subsystemâ directory"
 T1087 ,get,account listings victim
 T1087 ,enumerates,local domain users
 T1087 ,searches,administrator accounts
 T1087 ,enumerate,local domain user account information
 T1087 ,enumerate,current token
 T1087 ,associated,SIDs
 T1087 ,retrieve,usernames
 T1087 ,compromised,hosts
 T1087 ,collect,account information
 T1087 ,running,net user directory series commands victim
 T1087 ,gather,user names
 T1087 ,uses,PowerView Pywerview
 T1087 ,perform,"discovery commands net user , net group , net local group , etc"
 T1087 ,uses,net user command
 T1087 ,obtain,list users
 T1087 ,runs,tests
 T1087 ,determine,privilege level
 T1087 ,compromised,user
 T1087 ,retrieve,information connected users
 T1087 ,use,"net "" domain admins "" directory"
 T1087 ,display,accounts
 T1087 ,list,local system administrator group membership
 T1087 ,used,net user
 T1087 ,conduct,internal discovery systems
 T1087 ,collects,users system
 T1098 ,known,APT3
 T1098 ,created,accounts
 T1098 ,maintain,elevated access
 T1098 ,adds,permissions remote logins
 T1098 ,added,newly
 T1098 ,created,accounts
 T1098 ,maintain,elevated access
 T1098 ,contains,function
 T1098 ,rename,administrators account
 T1098 ,read,access email boxes additional
 T1098 ,targeted,accounts
 T1098 ,authenticate,'s OWA portal
 T1098 ,intended,victim
 T1098 ,read,hundreds email communications
 T1098 ,extended,The Mimikatz credential dumper
 T1098 ,include,Skeleton Key domain controller authentication bypass functionality
 T1098 ,manipulate,password hash account
 T1098 ,knowing,clear text value
 T1098 ,used,Skeleton Key
 T1098 ,patch,enterprise domain controller authentication process backdoor password
 T1098 ,allows,adversaries
 T1098 ,bypass,standard authentication system
 T1098 ,defined,password
 T1098 ,authenticating,domain controller
 T1182 ,based,implant
 T1182 ,downloaded,file
 T1182 ,specified,parameters
 T1182 ,using,CreateProcessAsUser
 T1182 ,using,AppCertDLLs Registry key
 T1103 ,use,AppInit_DLLs
 T1103 ,achieve,persistence
 T1103 ,creating,""" AppInit_DLLs""=""pserver32 """
 T1103 ,following,Registry ke Windows
 T1103 ,meets,certain criteria
 T1103 ,uses,AppInit_DLL functionality
 T1103 ,achieve,persistence
 T1103 ,ensuring,"load malicious DLL , ResN32"
 T1103 ,spawned,every user mode process
 T1103 ,creating,â directory
 T1103 ,following,Registry key
 T1155 ,uses,AppleScript
 T1155 ,create,login item persistence
 T1527 ,gain,","
 T1527 ,including,Gmail Yahoo Mail
 T1017 ,compromised,McAfee ePO
 T1017 ,distributing,malware
 T1138 ,used,application shim databases
 T1010 ,obtains,application titles
 T1010 ,determines,windows
 T1010 ,perform,Screen Capture
 T1010 ,collect,information
 T1010 ,opened,windows
 T1010 ,sends,title window
 T1010 ,running,process
 T1010 ,reports,title window foreground
 T1010 ,saves,window names
 T1010 ,reports,window names along keylogger information
 T1010 ,provide,application context
 T1010 ,opened,windows
 T1010 ,captures,window titles
 T1010 ,get,text current foreground window
 T1010 ,capture,active windows machine
 T1010 ,retrieve,window titles
 T1010 ,enumerating,application windows
 T1010 ,enumerate,active windows
 T1123 ,used,SOUNDWAVE
 T1123 ,known,audio capturing utility
 T1123 ,captures,microphone input
 T1123 ,capturing,audio
 T1123 ,perform,voice recording
 T1123 ,listen,victims ' conversations
 T1123 ,performing,audio captures
 T1123 ,capture,microphone data
 T1123 ,capture,audio victim machine
 T1123 ,record,audio
 T1123 ,existing,hardware recording devices
 T1123 ,record,sound
 T1123 ,using,input audio devices
 T1123 ,captured,audio
 T1123 ,sent,Janicab
 T1123 ,capture,microphone recordings
 T1123 ,captures,audio
 T1123 ,record,sounds
 T1123 ,perform,microphone recording
 T1123 ,capture,audio feeds
 T1123 ,record,system microphone audio
 T1123 ,record,sound
 T1123 ,capture,data
 T1123 ,uses,Skype API
 T1123 ,record,audio video calls
 T1123 ,encrypted,data
 T1123 ,perform,audio capture
 T1131 ,use,Windows Authentication Packages
 T1119 ,used,batch script
 T1119 ,perform,series discovery techniques
 T1119 ,saves,APT1
 T1119 ,used,publicly available tool
 T1119 ,compress,multiple documents DCCC DNC networks
 T1119 ,monitors,USB devices
 T1119 ,predefined,directory
 T1119 ,generates,list files within directory
 T1119 ,executes,batch script
 T1119 ,store,discovery information
 T1119 ,automated,scripts
 T1119 ,pull,results
 T1119 ,used,script
 T1119 ,compromised,PoS systems
 T1119 ,remove,original data files
 T1119 ,receives,batch script command prompt
 T1119 ,execute,set commands
 T1119 ,inserted,new
 T1119 ,generates,list files drive
 T1119 ,encrypted,file
 T1119 ,configured,LightNeuron
 T1119 ,collect,files
 T1119 ,specified,directory
 T1119 ,executes,RAR tool recursively archive files based predefined list file extensions
 T1119 ,automated,collection
 T1119 ,developed,file stealer
 T1119 ,search,directory
 T1119 ,executed,"script , list ,"
 T1119 ,enumerate,drives
 T1119 ,generated,files
 T1119 ,contains,module
 T1119 ,parsing,files directories
 T1119 ,gather,valid credit card numbers
 T1119 ,collects,data victim
 T1119 ,sends,Proxysvc
 T1119 ,collects,files
 T1119 ,based,removable drives
 T1119 ,captures,screenshots
 T1119 ,browses,URL
 T1119 ,matching,one list strings
 T1119 ,searches,files
 T1119 ,written,Any matching files
 T1119 ,ran,command
 T1119 ,compile,archive file types interest victim user 's directories
 T1119 ,automated,collection
 T1119 ,saves,collected file
 T1119 ,generated,format
 T1119 ,scans,system
 T1119 ,collects,files
 T1119 ,following,extension
 T1020 ,collected,files
 T1020 ,remote,servers
 T1020 ,accomplished,data exfiltration
 T1020 ,following,command line comman
 T1020 ,configured,LightNeuron
 T1020 ,exfiltrate,files
 T1020 ,specified,directory
 T1020 ,exfiltrated,collected files
 T1020 ,remote,servers
 T1020 ,searches,files local drives
 T1020 ,sends,keylogger files screenshots
 T1020 ,found,document
 T1020 ,matching,one extensions configuration
 T1020 ,uploads,TINYTYPHON
 T1020 ,collected,files
 T1020 ,connected,infected device
 T1020 ,receiving,commands
 T1139 ,including,use set -o history ; andln -s ~directory directory
 T1139 ,following,command + history
 T1139 ,start,logging again;unset
 T1139 ,added,HISTFILE
 T1139 ,write,commands
 T1009 ,includes,garbage code
 T1009 ,mislead,anti malware software researchers
 T1009 ,included,""" 0 "" characters"
 T1009 ,inflate,file size
 T1009 ,evade,anti virus detection
 T1009 ,appends,total 64 MB garbage data
 T1009 ,deter,security products place may
 T1009 ,scanning,files disk
 T1009 ,contains,unused machine instructions
 T1009 ,hinder,analysis
 T1009 ,appends,junk data
 T1009 ,create,large file may
 T1009 ,exceed,anti virus programs
 T1009 ,scan,maximum size
 T1009 ,contains,junk code
 T1009 ,generated,string
 T1009 ,decrypted,payload
 T1009 ,evade,hash
 T1009 ,based,detections
 T1009 ,inserted,garbage characters
 T1009 ,avoid,anti virus detection
 T1009 ,employ,binary padding
 T1009 ,altered,NDiskMonitor samples
 T1009 ,adding,four bytes random letters
 T1009 ,change,file hashes
 T1009 ,used,garbage code
 T1009 ,pad,malware components
 T1009 ,inserted,junk code
 T1009 ,obfuscate,A version XTunnel introduced July 2015
 T1009 ,contains,junk code
 T1009 ,confuse,malware analysts
 T1009 ,obfuscated,DLLs functions
 T1009 ,using,real instructions
 T1009 ,inserted,dummy API calls
 T1197 ,used,BITSAdmin
 T1197 ,create,BITS Jobs
 T1197 ,launch,malicious process
 T1197 ,download,"hosted "" beacon "" payload"
 T1197 ,using,BITSAdmin
 T1197 ,downloads,backdoor payload
 T1197 ,used,BITSAdmin
 T1197 ,download,additional tools
 T1197 ,takes,advantage
 T1197 ,ensure,UBoatRAT
 T1197 ,maintain,persistence
 T1067 ,deployed,bootkit along Downdelph
 T1067 ,ensure,persistence victim
 T1067 ,deployed,Master
 T1067 ,bootkits,Boot Record
 T1067 ,hide,malware
 T1067 ,maintain,persistence
 T1067 ,uses,VBR
 T1067 ,maintain,persistence
 T1067 ,incorporate,MBR rootkit
 T1067 ,ensure,even victim machine shuts
 T1067 ,persist,malware
 T1067 ,uses,MBR
 T1067 ,establish,persistence
 T1217 ,collects,information
 T1217 ,gather,browser data bookmarks
 T1217 ,visited,sites
 T1217 ,retrieves,user profile data
 T1176 ,used,Google Chrome extension
 T1176 ,infect,victims
 T1176 ,steal,passwords cookies
 T1176 ,install,malicious Safari browser extensions
 T1176 ,prompted,Stolen Pencil victims
 T1176 ,install,malicious Google Chrome extensions threat actor
 T1176 ,gave,ability
 T1176 ,read,data
 T1176 ,accessed,website
 T1110 ,known,force
 T1110 ,brute,password hashes
 T1110 ,leverage,plain text credentials
 T1110 ,spraying,password
 T1110 ,gain,access target systems
 T1110 ,performed,password brute force attacks
 T1110 ,conducts,brute force attacks
 T1110 ,gain,initial access
 T1110 ,guessing,password
 T1110 ,executed,","
 T1110 ,used,tools
 T1110 ,cracking,password
 T1110 ,including,Hydra
 T1110 ,using,hard coded list passwords
 T1110 ,brute,user accounts
 T1110 ,connect,Windows shares
 T1110 ,using,", around permutations username Administrator , weak passwords"
 T1110 ,center,generated list usernames
 T1110 ,used,BruteForcer
 T1110 ,called,tool
 T1110 ,perform,brute force attack
 T1110 ,attempt,onto server
 T1110 ,gain,access
 T1110 ,install,malware
 T1110 ,used,MailSniper
 T1110 ,spraying,password
 T1110 ,uses,list
 T1110 ,gathered,known credentials
 T1110 ,guess,passwords accounts
 T1110 ,used,brute force techniques
 T1110 ,obtain,credentials
 T1110 ,forcing,local administrator AD user accounts
 T1110 ,perform,forcing
 T1110 ,using,pre defined list usernames passwords
 T1110 ,log,administrative panels
 T1110 ,connect,systems within victim 's network
 T1110 ,using,net use commands predefined list collection passwords
 T1110 ,use,list weak passwords
 T1088 ,bypassed,UAC
 T1088 ,bypass,Windows UAC
 T1088 ,execute,next payload
 T1088 ,escalate,privileges
 T1088 ,bypassing,User Access Control
 T1088 ,bypass,default User Access Control settings
 T1088 ,exploiting,Windows 7 later
 T1088 ,found,backward compatibility setting
 T1088 ,contains,UAC bypass tool privilege escalation
 T1088 ,bypassed,UAC
 T1088 ,use,number
 T1088 ,known,techniques
 T1088 ,bypass,Windows UAC
 T1088 ,bypasses,UAC
 T1088 ,escalate,privileges
 T1088 ,using,custom RedirectEXE shim database
 T1088 ,includes,various modules
 T1088 ,attempt,escalation privileges
 T1088 ,bypass,UAC
 T1088 ,performs,UAC bypass
 T1088 ,using,DLL hijacking vulnerability
 T1088 ,uses,combination NTWDBLIB cliconfg
 T1088 ,bypass,UAC protections
 T1088 ,using,DLL hijacking
 T1088 ,bypass,UAC
 T1088 ,create,elevated COM object
 T1088 ,escalate,privileges
 T1088 ,elevating,integrity
 T1088 ,bypass,UAC
 T1088 ,uses,various techniques
 T1088 ,bypass,UAC
 T1088 ,bypassed,User Access Control
 T1088 ,performs,UAC bypass
 T1088 ,utilize,multiple methods
 T1088 ,bypass,UAC
 T1088 ,bypass,Windows UAC
 T1088 ,run,program
 T1088 ,show,fake error message legitimate UAC bypass prompt
 T1088 ,engineer,user
 T1088 ,escalating,privileges
 T1088 ,contains,UAC bypass code 32- 64-bit systems
 T1088 ,attempts,disable UAC remote restrictions
 T1088 ,modifying,Registry
 T1088 ,use,public UAC bypass method
 T1088 ,elevate,privileges
 T1088 ,contains,many methods multiple versions operating system
 T1088 ,bypassing,Windows User Account Control
 T1088 ,perform,UAC bypass
 T1088 ,using,eventvwr
 T1088 ,execute,malicious file
 T1042 ,changes,default program association registry
 T1042 ,open,HWP documents
 T1146 ,remove,evidence activity
 T1146 ,deleting,Bash histories
 T1115 ,steal,data
 T1115 ,used,KEYLIME
 T1115 ,called,Trojan
 T1115 ,collect,data
 T1115 ,collects,information
 T1115 ,using,OpenClipboard GetClipboardData libraries
 T1115 ,steals,clipboard
 T1115 ,stored,data
 T1115 ,exfiltrates,clipboard contents
 T1115 ,steal,data
 T1115 ,harvest,clipboard data
 T1115 ,log,clipboard contents
 T1115 ,accesses,clipboard
 T1115 ,saved,screenshot
 T1115 ,converts,A JHUHUGIT variant
 T1115 ,capture,clipboard data
 T1115 ,retrieve,current content user clipboard
 T1115 ,steal,data
 T1115 ,hijacks,clipboard data
 T1115 ,creating,overlapped window
 T1115 ,keyboard,events
 T1115 ,steal,clipboard contents
 T1115 ,modifies,data clipboard
 T1115 ,collects,text
 T1115 ,collects,data
 T1115 ,contains,code open
 T1115 ,copy,data clipboard
 T1115 ,contains,functionality clipboard
 T1115 ,collect,information
 T1115 ,collects,clipboard
 T1115 ,stored,data
 T1115 ,hook,GetClipboardData function
 T1115 ,collect,clipboard pastes
 T1522 ,using,host iptables
 T1522 ,based,firewall
 T1522 ,configured,Web Application Firewall
 T1522 ,prevent,external adversaries
 T1522 ,exploiting,Server side Request Forgery attacks
 T1522 ,allow,access Cloud Instance Metadata API
 T1538 ,Enforce,principle least privilege
 T1538 ,limiting,dashboard visibility
 T1538 ,required,resources
 T1538 ,limit,discovery value dashboard event
 T1538 ,compromised,account
 T1191 ,used,command cmstp directory directory directory
 T1191 ,used,CMSTP malicious INF
 T1191 ,execute,POWERSTATS payload
 T1116 ,signed,malware
 T1116 ,listed,invalid digital certificates
 T1116 ,signing,code
 T1116 ,sign,malware
 T1116 ,targeting,gaming non gaming organizations
 T1116 ,signed,BADNEWS
 T1116 ,look,legitimate
 T1116 ,signed,BOOSTWRITE
 T1116 ,signed,ChChes samples
 T1116 ,revoked,certificate originally used Hacking Team
 T1116 ,signed,executable legitimate company AI Squared
 T1116 ,stolen,certificate
 T1116 ,stolen,code signing certificates
 T1116 ,stolen,certificates
 T1116 ,signed,backdoors downloaders
 T1116 ,signed,Some Daserf samples
 T1116 ,stolen,digital certificate
 T1116 ,installed,RPM
 T1116 ,signed,RPM
 T1116 ,mimicking,original system package
 T1116 ,based,systems
 T1116 ,used,valid digital certificates Sysprint AG
 T1116 ,sign,Epic dropper
 T1116 ,used,Comodo certificates
 T1116 ,signing,code
 T1116 ,signed,Carbanak payloads
 T1116 ,purchased,code signing certificates
 T1116 ,signed,"phishing documents , backdoors staging tools"
 T1116 ,bypass,security controls
 T1116 ,signed,Gazer versions
 T1116 ,issued,one
 T1116 ,issued,another
 T1116 ,signs,malware
 T1116 ,signing,code
 T1116 ,signed,Helminth samples
 T1116 ,owned,"legitimate , compromised code signing certificates"
 T1116 ,uses,MaoCheng Adobe Systems
 T1116 ,called,dropper
 T1116 ,stolen,digital signature
 T1116 ,used,valid AppleDeveloperID
 T1116 ,sign,code
 T1116 ,get,Janicab
 T1116 ,used,signing certificates
 T1116 ,stolen,code
 T1116 ,sign,malware
 T1116 ,signed,LockerGoga
 T1116 ,stolen,certificates
 T1116 ,look,legitimate
 T1116 ,forged,Microsoft certificates
 T1116 ,signing,code
 T1116 ,signed,binary shellcode loader
 T1116 ,signed,Dynamic Link Library
 T1116 ,create,reverse shell
 T1116 ,disk,signed Microsoft DLL
 T1116 ,signed,The NETWIRE client
 T1116 ,signed,A QuasarRAT file
 T1116 ,signed,Regin stage 1 modules 64-bit systems
 T1116 ,masquerading,originating Microsoft Corporation Broadcom Corporation
 T1116 ,signed,RTM samples
 T1116 ,signing,code
 T1116 ,signed,SDelete
 T1116 ,stolen,certificates
 T1116 ,sign,malware
 T1116 ,signed,payloads
 T1116 ,stolen,certificates
 T1116 ,sign,malware
 T1059 ,create,remote shell
 T1059 ,run,copy cmd
 T1059 ,created,file
 T1059 ,containing,list
 T1059 ,executed,commands
 T1059 ,compromised,computer
 T1059 ,create,remote shell
 T1059 ,given,command
 T1059 ,used,Windows command shell
 T1059 ,execute,commands
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,uses,cmd
 T1059 ,execute,commands custom backdoors
 T1059 ,uses,Windows command cmd  directory whoami
 T1059 ,uses,tool
 T1059 ,execute,commands
 T1059 ,used,cmd
 T1059 ,used,command line interface
 T1059 ,used,"command line tunneler , NACHOCHEESE ,"
 T1059 ,give,shell access victim machine
 T1059 ,used,cmd directory
 T1059 ,execute,commands
 T1059 ,spawns,CMD process
 T1059 ,execute,commands
 T1059 ,open,reverse shell
 T1059 ,execute,commands
 T1059 ,used,cmd
 T1059 ,execute,commands
 T1059 ,direct,BACKSPACE execute command line infected hosts
 T1059 ,create,reverse shell
 T1059 ,executing,commands
 T1059 ,spawning,Windows command shell
 T1059 ,uses,command line interface
 T1059 ,execute,arbitrary commands
 T1059 ,launch,command shell
 T1059 ,launch,cmd
 T1059 ,execute,commands
 T1059 ,create,reverse shell
 T1059 ,read,batch commands C2 server
 T1059 ,sent,file
 T1059 ,uses,command line interface
 T1059 ,run,cmd
 T1059 ,execute,commands
 T1059 ,create,reverse shell
 T1059 ,create,reverse shell
 T1059 ,execute,commands
 T1059 ,encrypted,reverse shell connection
 T1059 ,opening,command terminal
 T1059 ,performing,remote command execution
 T1059 ,used,cmd
 T1059 ,execute,programs actions
 T1059 ,used,JavaScript backdoor capable
 T1059 ,launching,cmd
 T1059 ,execute,shell commands
 T1059 ,uses,command line interface
 T1059 ,interact,systems
 T1059 ,launch,remote command shell interface
 T1059 ,executing,commands
 T1059 ,executes,bash script
 T1059 ,establish,reverse shell
 T1059 ,executed,arbitrary commands
 T1059 ,invoking,directory
 T1059 ,launch,remote shell
 T1059 ,execute,commands
 T1059 ,execute,shell commands
 T1059 ,launch,remote shell
 T1059 ,execute,arbitrary commands
 T1059 ,creating,remote Bash shell
 T1059 ,spawn,remote shells
 T1059 ,uses,command line
 T1059 ,used,command line
 T1059 ,create,remote shell
 T1059 ,specified,commands
 T1059 ,used,cmd
 T1059 ,run,PowerShell script
 T1059 ,uses,command line interface
 T1059 ,interact,systems
 T1059 ,execute,shell command
 T1059 ,launch,remote shell
 T1059 ,executes,commands
 T1059 ,uses,command line
 T1059 ,opens,remote shell
 T1059 ,execute,commands
 T1059 ,used,cmd
 T1059 ,launch,commands
 T1059 ,execute,commands
 T1059 ,open,remote shell
 T1059 ,execute,commands
 T1059 ,uses,cmd
 T1059 ,execute,commands discovery
 T1059 ,use,cmd
 T1059 ,execute,payloads
 T1059 ,execute,commands
 T1059 ,executes,commands
 T1059 ,uses,cmd
 T1059 ,execute,GreyEnergy
 T1059 ,disables,services
 T1059 ,using,cmd
 T1059 ,uses,cmd
 T1059 ,execute,netshcommands
 T1059 ,created,cmd reverse shell
 T1059 ,executed,commands
 T1059 ,uploaded,output
 T1059 ,provides,command line access
 T1059 ,compromised,system
 T1059 ,provide,remote shell
 T1059 ,create,reverse shell
 T1059 ,uses,command line interface
 T1059 ,supported,Several commands
 T1059 ,execute,custom command
 T1059 ,launch,cmd
 T1059 ,execute,commands
 T1059 ,spawning,reverse shell
 T1059 ,opens,cmd
 T1059 ,launches,shell
 T1059 ,execute,commands
 T1059 ,launch,remote shell
 T1059 ,execute,commands
 T1059 ,executing,commands
 T1059 ,used,cmd
 T1059 ,launch,PowerShell
 T1059 ,use,command line utility cacls
 T1059 ,change,file permissions
 T1059 ,execute,commands
 T1059 ,using,cmd
 T1059 ,uses,cmd directory
 T1059 ,execute,commands
 T1059 ,used,Malware
 T1059 ,run,commands
 T1059 ,launch,interactive shells communicating victim machine
 T1059 ,execute,shell commands
 T1059 ,using,cmd
 T1059 ,open,interactive shell
 T1059 ,perform,command line functions
 T1059 ,creating,reverse shell
 T1059 ,execute,arbitrary commands
 T1059 ,infected,host
 T1059 ,using,cmd
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,uses,BADFLICK capable
 T1059 ,known,backdoor
 T1059 ,generating,reverse shell
 T1059 ,executing,commands
 T1059 ,creates,attackers remote
 T1059 ,start,remote shell
 T1059 ,used,command line interface
 T1059 ,providing,Meterpreter shell access
 T1059 ,executes,commands
 T1059 ,using,command line interface reverse shell
 T1059 ,used,pentesting script wmiexec
 T1059 ,modified,version
 T1059 ,execute,commands
 T1059 ,creates,command line shell
 T1059 ,using,cmd
 T1059 ,execute,commands
 T1059 ,using,cmd
 T1059 ,uses,cmd
 T1059 ,run,commands
 T1059 ,enumerating,host
 T1059 ,providing,shell functionality
 T1059 ,execute,commands
 T1059 ,open,remote shell
 T1059 ,run,basic commands
 T1059 ,execute,commands
 T1059 ,used,cmd
 T1059 ,executes,cmd
 T1059 ,uses,pipe
 T1059 ,read,results
 T1059 ,send,output
 T1059 ,used,custom tool
 T1059 ,creating,reverse shells
 T1059 ,uses,command line interface
 T1059 ,open,remote command line interface
 T1059 ,perform,discovery techniques
 T1059 ,allows,adversaries infected host
 T1059 ,execute,shell commands
 T1059 ,launch,command shell interface
 T1059 ,executing,commands
 T1059 ,create,reverse shell
 T1059 ,using,cmd
 T1059 ,used,command line interface
 T1059 ,uses,command prompt
 T1059 ,execute,commands
 T1059 ,execute,shell commands
 T1059 ,run,commands
 T1059 ,ran,reverse shell Meterpreter
 T1059 ,creating,reverse shell
 T1059 ,uses,cmd
 T1059 ,set,Registry Run key value
 T1059 ,spawn,command shell
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,allows,actors victim
 T1059 ,spawn,reverse shell
 T1059 ,creates,remote attackers
 T1059 ,open,command line interface
 T1059 ,runs,cmd directory
 T1059 ,sends,output
 T1059 ,execute,commands
 T1059 ,executes,binary
 T1059 ,logs,results
 T1059 ,execute,commands
 T1059 ,uses,cmd
 T1059 ,execute,scripts commands
 T1059 ,launch,remote shell
 T1059 ,execute,commands
 T1059 ,used,cmd
 T1059 ,execute,commmands
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,execute,commands
 T1059 ,provide,reverse shell
 T1059 ,launch,remote command line
 T1059 ,execute,commands
 T1059 ,received,commands
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,run,scripts
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,uses,cmd
 T1059 ,uses,command prompt
 T1059 ,run,PowerShell script Excel
 T1059 ,uses,command line rundll32
 T1059 ,calls,cmd
 T1059 ,run,various DLL files
 T1059 ,perform,file cleanup
 T1059 ,invoke,reverse shell
 T1059 ,executing,commands
 T1059 ,uses,cmd
 T1059 ,create,reverse shell
 T1059 ,execute,commands
 T1059 ,execute,shell commands
 T1059 ,used,Windows command line
 T1059 ,run,commands
 T1059 ,executing,commands
 T1059 ,spawning,reverse shell
 T1059 ,used,Windows command shell
 T1059 ,execute,commands
 T1059 ,used,command line
 T1059 ,execute,commands
 T1059 ,driven,Several tools used Suckfly
 T1059 ,provides,reverse shell
 T1059 ,executes,cmd
 T1059 ,provide,reverse shell
 T1059 ,spawned,shells
 T1059 ,execute,commands
 T1059 ,used,command line interfaces
 T1059 ,supports,execution command line
 T1059 ,used,cmd
 T1059 ,execute,commands
 T1059 ,creating,reverse shell
 T1059 ,execute,commands
 T1059 ,using,shell
 T1059 ,start,command shell
 T1059 ,provides,access
 T1059 ,using,standard facilities like SSH
 T1059 ,using,backdoor Espeon
 T1059 ,providing,reverse shell
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,execute,commands
 T1059 ,open,interactive command shell
 T1059 ,creates,remote attackers
 T1059 ,open,command line interface
 T1059 ,create,reverse shell
 T1059 ,linked,Wine cmd code
 T1059 ,emulate,Windows command prompt commands
 T1059 ,used,XTunnel
 T1059 ,execute,remote commands
 T1059 ,uses,cmd
 T1059 ,execute,commands
 T1059 ,launch,Zeus Panda
 T1059 ,execute,several commands
 T1059 ,execute,shell commands
 T1059 ,launch,command line shells
 T1059 ,launch,reverse command shell
 T1043 ,attempts,communication C2 server
 T1043 ,used,TCP port 80
 T1043 ,used,port 443
 T1043 ,used,Port Number 443
 T1043 ,uses,commonly
 T1043 ,used,ports
 T1043 ,used,port 80
 T1043 ,used,port 443
 T1043 ,used,port 8080
 T1043 ,used,Port Number 443
 T1043 ,uses,port 8000 443
 T1043 ,uses,HTTP TCP port 80 HTTPS TCP port 443
 T1043 ,uses,443
 T1043 ,attempted,TCP
 T1043 ,contact,C2 server
 T1043 ,using,port 80
 T1043 ,uses,Port Numbers 443 80
 T1043 ,uses,port 80
 T1043 ,downloaded,Cardinal RAT
 T1043 ,using,HTTP port 443
 T1043 ,uses,custom command control protocol communicates
 T1043 ,used,ports
 T1043 ,encapsulated,The C2 protocol
 T1043 ,uses,"Port Numbers 80 , 8080 , 8000 , 443"
 T1043 ,uses,port 53
 T1043 ,used,SMB
 T1043 ,established,port 443
 T1043 ,encrypted,connections
 T1043 ,uses,"communicates , frequently application layer protocols"
 T1043 ,used,ports
 T1043 ,encapsulated,custom command control protocol
 T1043 ,used,UDP port 53
 T1043 ,uses,HTTP port 443
