id,what,where
t1038,exploit,various dll hijacking opportunities
t1482,using,commands nltest directory
t1204,lure,users
t1059,generating,reverse shell
t1025,upload,files
t1038,escalate,privileges
t1082,collects,general system enumeration data
t1059,linked,wine cmd code
t1073,loads,malicious file sspisrv
t1497,determine,virtual machine environment
t1016,collect,ip address
t1082,call,win32 api
t1005,retrieve,files
t1110,including,hydra
t1027,obfuscates,configuration
t1098,added,newly
t1055,hide,remcos
t1113,named,command
t1107,delete,malware associated artifacts victim
t1016,discover,network configuration details
t1193,sent,malicious office documents
t1046,use,hunter tool
t1002,archive,data
t1102,legitimate,social networking sites
t1086,used,powershell empire
t1091,relies,autorun
t1113,used,tool
t1105,downloaded,remote module
t1180,configuring,gazer
t1084,used,wmi event filters
t1107,saved,c2 communications
t1003,used,credential dumping tools mimikatz lazagne
t1081,allows,adversary subsequent requests
t1501,establish,persistence
t1016,uses,ipconfig command
t1065,opens,backdoor
t1503,used,plug
t1209,configure,w32time dlls
t1032,encrypted,seaduke c2 traffic
t1051,limit,privileged account use unauthenticated network share access
t1113,capture,desktop screenshots
t1210,use,two exploits smbv1 eternalblue eternalromance
t1022,rotated,bytes
t1083,given,directory
t1218,used,property = value pair containing 56-bit encryption key
t1056,recording,keystrokes
t1098,authenticate,owa portal
t1134,grabs,token
t1071,communicate,c2
t1027,appends,file signature header
t1107,deleting,temporary files
t1112,modified,registry key session 
t1050,establish,new service
t1490,delete,operating system recovery features
t1029,given,number
t1071,uses,smtp ftp http
t1125,perform,video device spying
t1043,encrypted,connections
t1047,uses,windows management instrumentation command line application wmic
t1530,controls,identity access management
t1078,schedule,task
t1090,uses,multiple proxies
t1015,bypass,rdp login screen remote systems
t1002,copy,data
t1027,uses,one byte xor 0x91
t1083,gather,victim drive information
t1005,creates,remote attackers
t1057,list,processes
t1135,viewing,files
t1082,gather,information host
t1043,associated,protocols
t1116,revoked,certificate originally used hacking team
t1029,break,large data sets
t1049,collect,active network connections
t1169,run,anything sudoers file
t1037,establish,persistence
t1098,adds,permissions remote logins
t1016,discover,local netbios domain names
t1027,delivered,malicious macros
t1068,exploited,cve-2015 1701 cve-2015 2387
t1087,executes,net user
t1073,exploits,security vulnerability
t1008,contacted,secondary fallback command control server
t1132,encode,data
t1012,executes,reg query command
t1073,launched,http malware variant port 22 malware variant
t1083,mapped,volumes
t1064,uses,vba macros
t1064,execute,payloads
t1189,compromised,three japanese websites
t1033,sent,information
t1114,dump,gal
t1103,spawned,every user mode process
t1057,creates,remote attackers
t1528,including,applications gmail users
t1133,extracted,stolen vpn certificate
t1074,writes,multiple outputs
t1099,faked,compilation timestamp
t1158,store,data victims machine
t1106,contains,variety enumeration modules option
t1016,used,nltest
t1038,uses,dll search order hijacking
t1055,configured,kazuar
t1010,provide,application context
t1102,encrypted,c2 server names
t1063,searches,system
t1105,contact,c2 server
t1529,reboot,system
t1123,listen,victims ' conversations
t1022,encoded,xml file
t1082,including,resolution workstation
t1106,using,windows api call createprocessw
t1015,establish,persistence
t1036,masqueraded,legitimate adobe content management system files
t1129,creates,remote attackers
t1078,compromised,vpn accounts
t1053,creating,scheduled task
t1036,masquerade,legitimate
t1082,collect,information processor memory video card
t1099,performs,elise
t1001,making,downdelph
t1204,embedded,malicious macros
t1035,execute,payload commands
t1022,using,single byte xor key
t1084,execute,previously
t1027,encrypted,backdoor files
t1008,reach,c2 server
t1035,encoded,powershell commands
t1083,searches,documents
t1140,uses,cipher
t1071,including,http https smb
t1053,contains,.net wrapper dll
t1025,inserted,usb sticks
t1056,performing,keylogging
t1172,intended,desitnation
t1076,enable,rdp connection
t1107,used,malware
t1071,uses,post
t1107,remove,artifacts
t1082,identify,system information
t1173,execute,additional payloads
t1053,maintained,persistence
t1064,uses,batch file
t1053,execute,malware
t1057,gather,system
t1116,sign,epic dropper
t1082,collect,computer name operating system version
t1086,executed,fin8 malicious spearphishing payloads
t1082,enumerating,common system information
t1120,detect,current card reader
t1105,used,tools
t1124,collects,current system time
t1050,create,new
t1175,leverage,remote com execution
t1005,collected,various files
t1008,broken,current one
t1483,use,dga
t1038,exploit,dll hijacking opportunities
t1031,built,modules
t1064,execute,malware full executable payload
t1218,execute,malicious windows installer packages
t1088,execute,malicious file
t1102,contain,algorithm
t1132,exfiltrated,data
t1143,determine,whether c2 server
t1083,enumerating,logical drives
t1083,locate,pdf excel word documents
t1083,uses,command line interaction
t1083,enumerates,directories
t1176,steal,passwords cookies
t1497,performed,anti analysis checks
t1063,see,victims environment
t1039,match,predefined list
t1090,function,proxy
t1027,sends,images
t1189,used,strategic web compromises particularly south korean websites
t1025,find,removable
t1170,execute,malicious code
t1022,exfiltrated,password protected rar winimage zip archives
t1105,execute,additional powershell payloads
t1012,located,netsvc group value data
t1016,using,win32 api call getadaptersinfo
t1071,uses,email platform naver
t1059,execute,programs actions
t1204,run,malware
t1050,coded,strings
t1099,timestop,file directory
t1089,modified,windows
t1043,conduct,command control
t1059,uses,windows command cmd directory whoami
t1056,implementing,keylogging facility
t1503,attempts,browsers
t1056,record,keystrokes
t1024,evading,ssl man middle decryption attacks
t1098,used,skeleton key
t1085,copying,variant elise
t1146,deleting,bash histories
t1485,operating,system files
t1134,creates,new process
t1198,prevent,users
t1159,persists,macspy
t1023,creating,backspace
t1221,initiate,forced authentication
t1105,upload,file
t1114,collected,.pst archives
t1095,specified,commands
t1046,perform,port scans
t1085,executed,chopstick
t1113,automated,screenshots
t1089,reduce,warnings malware activity
t1020,sends,keylogger files screenshots
t1059,using,shell
t1026,uses,multiple channels c2
t1094,uses,custom binary protocol c2
t1115,hijacks,clipboard data
t1018,use,net view directory
t1064,executes,file
t1077,use,psexec
t1032,uses,camellia cipher
t1078,send,malicious emails
t1088,uses,various techniques
t1054,ensure,manipulated user accounts
t1016,gathers,informatin
t1059,used,command line interface
t1005,collected,complete contents ' pictures ' folder
t1076,tries,session
t1027,written,command output
t1123,captures,microphone input
t1032,uses,rc4 xor
t1016,including,routing table arp cache dns cache
t1200,prevent,unregistered devices
t1071,downloaded,cardinal rat
t1078,gathered,hard coded domain specific credentials
t1088,using,dll hijacking vulnerability
t1059,received,commands
t1063,associated,processes
t1011,named,module
t1027,obfuscated,module
t1082,gathers,computer name
t1052,move,data
t1099,programmed,many misdat samples
t1032,encrypted,payload
t1036,drops,link office start yahoo talk msn gaming z0ne msn talk shortcut
t1134,steal,tokens
t1203,exploited,microsoft word vulnerability cve-2017 0199
t1059,execute,commands custom backdoors
t1043,uses,ports 80 443 8080
t1214,get,applicationhost
t1071,uses,dns
t1090,obfuscate,network traffic
t1053,obtained,legitimate credentials
t1086,execute,commands / scripts
t1124,gathers,local system time
t1169,know,password
t1102,establishes,c2 channel
t1106,leverage,windows api call createprocessa
t1038,achieve,persistence
t1083,enumerating,specific files infected devices
t1170,execute,powerstats payload
t1059,spawning,windows command shell
t1064,observed,victim
t1032,encrypt,communications
t1018,gather,information remote systems network
t1033,used,remexi
t1098,knowing,clear text value
t1107,delete,files directories
t1107,used,cmd
t1025,copies,files certain extensions usb devices toa
t1081,use,various modules
t1107,deletes,payload along payload parent process
t1039,extracted,word documents
t1003,gather,browser usernames passwords
t1192,spearphishing,links
t1081,leveraging,module
t1497,used,one technique
t1005,collects,files x x x
t1071,visits,hard coded server
t1115,harvest,clipboard data
t1003,known,apt1
t1079,obfuscate,tls
t1114,collected,emails
t1083,performing,directory listings
t1053,executes,malware
t1497,check,running virtual machine
t1059,start,command shell
t1056,contains,keylogger
t1498,specializing,dos mitigations
t1102,uses,dropbox cloud storage service
t1107,delete,files victims machine
t1027,encoded,some resources prikormka
t1027,collected,data
t1212,use,software exploits 0-days particular organization
t1071,creates,backdoor
t1079,routes,custom cryptographic protocol
t1116,signed,malware
t1071,leveraging,smtp
t1112,writes,data
t1113,taking,screenshots
t1053,used,script
t1132,base64-encoded,seaduke c2 traffic
t1059,provide,reverse shell
t1083,checks,current working directory
t1056,built,keylogger
t1193,sent,emails malicious docx chm zip attachments
t1033,gathers,information users
t1036,named,malicious file
t1105,executes,python script
t1002,compresses,command execution
t1023,launches,shell script
t1081,parse,credentials
t1016,using,route
t1078,attempts,operations
t1221,abusing,remote template function
t1033,obtained,victim username
t1203,deliver,remote execution exploits part
t1033,collects,user name
t1103,use,appinit_dlls
t1071,depending,module configuration
t1053,used,bronze
t1090,act,reverse proxy
t1143,opens,application
t1107,used,closeshave system
t1088,bypass,windows uac
t1027,used,library
t1041,reading,files c2 channel
t1040,used,empire
t1204,delivered,malicious microsoft word attachments
t1036,starts,wsmprovav
t1053,known,downloaders
t1090,used,custom tools
t1016,including,ip address gateways subnet mask dhcp information
t1022,encrypt,modules
t1027,used,htran
t1066,remove,indicators compromise
t1204,sent,spearphishing emails
t1110,brute,password hashes
t1001,using,base64 encoding
t1101,installing,ssp dll
t1055,running,instances outlook iexplore firefox
t1012,contains,certain values
t1033,identifies,victim username
t1076,enables,remote desktop protocol persistence
t1005,upload,files
t1024,using,xor / add cipher
t1083,searched,specific terms
t1011,acting,beacon
t1059,used,command line
t1193,used,spearphishing attachment
t1027,hashed,code functions
t1113,taking,image
t1077,use,window admin shares
t1135,discovers,shares
t1124,obtains,system time
t1033,used,malware
t1123,captured,audio
t1033,obtain,victim username permissions
t1065,includes,995 1816 465 1521 3306 many others
t1190,using,sql injection
t1059,invoking,directory
t1140,decode,file contents
t1120,gather,specific information
t1059,creating,remote bash shell
t1125,record,audio video calls
t1036,appending,unicode break space character
t1117,execute,memory
t1036,dropped,darkcomet
t1003,installed,applications
t1105,download,additional payloads onto victim
t1074,specified,files directories
t1024,use,custom encryption method
t1027,obfuscate,c2
t1077,using,net use
t1106,subverting,amsi
t1024,uses,fake transport layer security
t1050,sets,dll file
t1064,uses,batch scripts
t1090,utilize,proxy communications
t1057,obtain,process list
t1059,providing,meterpreter shell access
t1082,collect,machine information system architecture os version computer name windows product name number cpu cores video card information system language
t1037,registered,windows shell script
t1055,injecting,payload
t1075,execute,arbitrary commands
t1033,obtains,victim username
t1036,used,hidden non printing characters
t1036,seen,menupass
t1491,used,regular backups
t1112,called,malware variant
t1074,targeted,files
t1025,user,files
t1193,containing,malicious microsoft word documents
t1105,installed,cardinal rat
t1075,observed,hoplight
t1041,exfiltrates,data
t1031,ensure,powershell scripts
t1018,traceroute,remote host
t1022,uses,variation xor cipher
t1012,checking,pipes
t1016,compromised,machines
t1027,obfuscate,command line arguments
t1074,store,output batch scripts
t1008,injecting,code
t1119,compromised,pos systems
t1030,exfiltrates,command output
t1049,enumerates,current network connections similar net use
t1491,destroy,backups
t1082,enumerated,available drives victim machine
t1016,uses,ipconfig
t1059,launch,reverse command shell
t1097,create,kerberos tickets
t1056,contains,keylogger component
t1053,compromised,credentials
t1173,delivered,jhuhugit koadic
t1027,obfuscates,commands
t1193,deploy,malware
t1055,used,metasploit
t1078,known,credentials
t1204,open,links attachments
t1049,conduct,connectivity checks
t1208,request,service tickets
t1071,tunnel,traffic
t1032,running,services
t1052,contains,module
t1071,used,plink utility tools
t1078,gaining,credentials
t1090,identifies,proxy server
t1060,set,startup path
t1057,looked,infected servers
t1070,delets,malware
t1159,called,persistent launch agent
t1193,sent,spearphishing emails attachments
t1485,targets,files windows directory
t1063,list,security software
t1188,uses,copy tor2web proxy
t1102,obtain,pastebin
t1007,list,available services system
t1100,maintain,access victim network
t1105,launch,additional payloads
t1074,facing,internet
t1016,collects,information
t1005,uploads,files
t1083,identify,target files
t1204,asked,enable content execution
t1131,use,windows authentication packages
t1107,remove,evidence machine
t1003,dumping,credential
t1140,pulls,key salt values
t1525,used,images containers
t1082,collect,victim pc name operating system
t1140,decompresses,well
t1083,list,contents drives
t1086,loops,powershell
t1143,dropped,file
t1045,use,common binary packers upx aspack
t1082,including,hostname os version
t1024,uses,faketls mimics tls
t1123,perform,microphone recording
t1089,search,antivirus software system
t1158,hidden,folder
t1204,get,users
t1113,contains,takescreenshot functions
t1496,used,cryptocurrency mining software
t1053,used,one persistence mechanism
t1107,write,random data
t1107,log,files
t1193,sent,phishing emails malicious
t1033,gathers,victim username
t1139,following,command + history
t1171,associated,relay attacks
t1074,staged,data
t1089,open,windows firewall victims machine
t1105,execute,file
t1047,gather,information outlook process
t1047,using,wmi
t1005,collects,data
t1094,involving,random values
t1140,uses,xor key
t1064,performs,operations
t1047,recompile,managed object format files wmi repository
t1120,identified,one
t1094,ensuing,connection
t1204,click,icon
t1003,contains,implementation mimikatz memory
t1012,following,registry
t1018,used,ping command
t1082,uses,systeminfo
t1047,gather,victim host details
t1094,modified,protobuf
t1083,list,drives
t1102,used,legitimate websites c2
t1027,obfuscate,many files
t1105,downloads,smoke loader
t1036,executable,windows
t1023,drops,windows shortcut
t1002,extracted,documents
t1056,spawns,new thread
t1064,executed,vbscripts
t1107,deleted,computer files
t1066,modified,code
t1063,obtain,information
t1094,using,simple xor cipher
t1027,obfuscated,vermin
t1135,used,the net view \remotesystem net share commands net
t1089,turning,windows security center
t1009,contains,unused machine instructions
t1198,protected,directories
t1009,inserted,dummy api calls
t1055,loaded,main winterlove component
t1027,uses,multiple techniques
t1110,cracking,password
t1070,deleting,persistence
t1077,including,admin$ c$ windows d$windows e$windows
t1018,interrogate,windows active directory network
t1497,see,virtual machine environment
t1179,carry,tasks
t1064,perform,pass ticket
t1193,containing,malicious attachments
t1140,drops,honeybee
t1081,capture,passwords
t1089,disable,firewall
t1099,storing,clientid
t1071,used,http https
t1119,monitors,usb devices
t1001,obfuscate,communications payload
t1107,delete,critical system files
t1036,appear,legitimate
t1096,streams,data
t1027,contains,likely
t1134,uses,token manipulation
t1122,replacing,path shell32
t1114,scrapes,email data
t1027,obfuscated,strings debug messages
t1200,establish,network access control policies
t1022,contains,lightneuron
t1071,encapsulated,custom command control protocol
t1100,accessible,servers
t1119,compile,archive file types interest victim user directories
t1083,scans,victim
t1094,called,this
t1083,specified,directory
t1194,send,spearphishing links
t1082,collects,mac address computer name cpu information
t1107,running,environment checks
t1043,uses,port 80
t1193,attached,malicious microsoft office documents
t1089,disable,remsec
t1175,used,capability malware
t1096,known,some
t1218,decrypt,main payload
t1003,obtain,victim account credentials
t1057,enumerate,victim processes searching explorer
t1124,see,sandbox
t1529,wiping,victim mbr
t1064,uninstall,malware components
t1108,add,windows admin account
t1204,delivered,malicious html applications
t1116,signed,dynamic link library
t1210,built,modules
t1082,collects,os system os version mac address computer name
t1113,allows,operator
t1012,queries,registry
t1105,controlled,microsoft database
t1093,hollowing,process
t1522,configured,web application firewall
t1059,open,command line interface
t1016,including,mac address ip address wins dhcp server gateway
t1036,renamed,psexec service name
t1089,allow,njrat
t1057,collect,list
t1053,creates,victims machine
t1118,prevent,potential misuse adversaries
t1027,encoded,a volgmer variant
t1110,performed,password brute force attacks
t1082,find,information operating system
t1031,modified,windows services
t1016,gathers,address resolution protocol table
t1002,uses,winrar
t1033,identify,winmm
t1105,execute,additional files
t1033,return,os x version well current user
t1116,issued,another
t1136,creating,new domain user local user
t1537,stolen,credentials
t1134,contains,feature
t1027,hide,backdoors also
t1529,used,malware
t1059,uses,tool
t1045,packed,jrat payloads
t1102,retrieving,google doc
t1087,used,microsoft administration tool csvde
t1099,placed,files payloads
t1032,uses,des
t1033,obtain,victim user name
t1140,decrypting,data
t1036,creates,anti virus service
t1057,contains,getprocesslist function
t1016,built,commands
t1041,exfiltrates,screenshot files
t1082,gather,system information computer names
t1016,enumerates,ip address network proxy settings domain name victim system
t1036,named,new
t1095,configured,proxy
t1016,get,victim domain netbios name
t1203,leverages,known zero day vulnerability adobe flash
t1090,compromised,georgian military email server
t1063,running,anti virus processes
t1046,called,custom tool
t1204,entice,user
t1140,deobfuscating,additional scripts
t1083,searches,files victim machine
t1083,browse,file systems
t1179,hooks,several api functions
t1132,sends,data
t1068,exploits,cve-2016 4117
t1174,registered,password filter
t1193,using,spearphishing emails malicious hwp attachments
t1060,achieve,persistence
t1085,added,registry value
t1018,map,network
t1033,sent,magic hound malware
t1093,launched,bandook
t1081,used,tools capable
t1070,associated,artifacts
t1059,used,cmd
t1043,call,c2 server
t1053,run,taskscheduler dll
t1027,uses,confuser protector
t1115,collect,clipboard pastes
t1018,runs,net view command
t1193,containing,malicious microsoft office attachments
t1055,downloads,executable
t1112,store,rc4
t1055,injects,payload
t1002,creates,victim machine
t1016,gathers,local ip address
t1027,obfuscates,name / folders / mutexes
t1119,saves,apt1
t1087,list,accounts
t1107,deleted,initial dropper
t1113,hide,system setup process
t1119,executes,batch script
t1204,download,malware
t1046,called,malware variant
t1158,sets,file attributes
t1049,enumerate,current network connections
t1124,see,daylight time
t1024,uses,different encryption method
t1106,leverages,createprocess calls
t1113,displays,finfisher
t1071,using,http post
t1033,downloading,additional components
t1180,establish,persistence
t1060,adds,bisonal
t1134,logged,user
t1105,infected,machine
t1090,relayed,commands
t1099,timestomp,target machine
t1082,collects,unique identifier
t1057,using,tasklist command
t1173,leveraged,malicious word documents
t1055,inject,content
t1068,used,exploits
t1053,execute,malicious file
t1016,gathers,victims ip address
t1016,including,information trusts zones domain
t1156,adding,hiddenwasp
t1181,redirect,execution
t1090,infected,hosts
t1212,make,difficult adversaries exploitation undiscovered unpatched vulnerabilities
t1050,believes,operating system
t1158,hidden,files
t1096,hides,many backdoor payloads
t1106,use,windows api
t1091,hiding,files
t1023,modified,lnk shortcuts
t1074,matching,certain criteria
t1021,contains,modules memory vnc agent injection
t1064,executes,bash script
t1055,perform,dll loading
t1085,calls,cmd
t1003,cached,password hashes
t1083,retrieve,lists files
t1110,use,list weak passwords
t1089,including,kaspersky bitdefender malwarebytes
t1203,known,vulnerabilities
t1181,overwrites,explorers shell_traywnd extra window memory
t1016,uses,commands netsh show
t1106,used,apis calls
t1105,using,powershell script
t1023,drops,windows shortcut file
t1486,including,core windows os files
t1140,used,powershell
t1067,ensure,persistence victim
t1167,uses,keychaindump project
t1043,used,ports
t1090,create,sock5 proxies
t1055,injects,carbanak
t1002,gzipped,information
t1069,running,net group directory series commands victim
t1018,enumerate,remote domain controllers
t1108,known,apt3
t1132,sends,payload
t1134,start,new process
t1050,used,one persistence mechanism
t1022,sending,emotet
t1050,check,av.
t1140,hidden,binaries
t1107,deletes,macspy
t1055,performs,c2
t1086,check,available commands onedrive c2 server
t1063,scanned,program files directories
t1047,installing,tools
t1192,used,spearphishing links
t1085,executed,jhuhugit
t1003,contain,publicly available web browser password recovery tool
t1088,elevate,privileges
t1094,communicates,c2
t1070,wipe,event logs
t1056,used,keylime
t1071,used,malware variant
t1140,decode,contents file
t1004,achieve,persistence
t1007,running,services
t1064,including,scripts
t1045,breaking,group5
t1033,saved,usernames
t1060,add,registry run key
t1104,encoded,tag
t1106,creates,processes call createprocessa createprocessasusera
t1060,adding,value
t1053,invoke,components
t1033,determine,privilege level
t1047,known,the deep panda
t1108,deployed,backup web shells
t1016,obtain,victim ip address
t1123,performing,audio captures
t1070,clearing,windows security system events
t1116,issued,one
t1003,contains,module
t1137,automate,abuse outlook rules forms home pages
t1036,called,legitimate russian program
t1016,uses,nbtstat -n nbtstat -s commands
t1090,obscure,origin
t1064,execute,programs
t1050,add,new service
t1175,execute,additional payloads
t1107,including,suicide scripts
t1003,executed,mimikatz
t1110,guessing,password
t1003,stealing,outlook passwords
t1193,send,spearphishing emails
t1105,downloading,files
t1089,corresponding,processes
t1133,maintain,access victim networks
t1098,targeted,accounts
t1074,collect,data victim
t1036,existing,file
t1016,collects,information network settings internet proxy settings
t1010,captures,window titles
t1120,attached,drives
t1064,executed,script
t1073,executed,a patchwork contains badnews
t1046,used,tcping similar ping
t1033,find,currently windows hosts
t1139,added,histfile
t1105,executing,additional payloads
t1027,using,xor encoding
t1071,uses,https http dns
t1003,harvest,credentials passwords
t1094,used,custom command control protocol
t1018,including,ping
t1046,specified,subnets
t1016,retrieve,ip network adapter configuration information
t1036,added,plugx
t1107,created,files registry keys
t1530,use,access control lists
t1193,spoofed,email accounts
t1010,running,process
t1091,duplicates,dustysky
t1082,including,operating system version hostname
t1082,running,hostname systeminfo
t1486,paid,cryptocurrency ransom
t1022,writing,credentials
t1027,contain,chinese characters
t1497,inspecting,process list registry
t1497,ensure,some versions cozycar
t1012,enumerate,registry values keys data
t1023,gather,user credentials
t1083,obtain,file directory listings
t1053,run,rar archives victims network
t1016,including,ip address dhcp server
t1168,ensure,persistence
t1152,uses,launchctl
t1024,encrypted,hammertoss commands
t1082,sends,system information
t1105,called,ransomware payload
t1105,contains,command
t1082,collects,information os computer name
t1059,execute,scripts commands
t1002,sending,lurid
t1060,added,run registry keys
t1050,registers,dyre
t1134,access,system token
t1091,gapped,computers
t1063,collecting,list victim machine
t1108,attempt,victim network
t1071,obtain,commands
t1110,used,tools
t1070,cleared,logs
t1078,perform,operations
t1082,collects,os version hardware information computer name available system memory status disk space information system user language settings
t1063,including,kaspersky quick heal avg bitdefender avira sophos avast ! eset
t1105,specified,url
t1012,configured,certain registry keys
t1091,drops,usbstealer
t1064,loops,powershell
t1057,gathered,process list
t1057,upload,information
t1130,installs,root certificate
t1173,download,remote payloads
t1049,used,commands net use net session
t1530,using,multi factor authentication
t1018,used,open source tool essential nettools
t1040,used,impacket
t1185,perform,browser pivoting
t1069,enumerates,privilege level victim initial infection
t1134,provide,option
t1070,deletes,original unencrypted files host
t1106,used,createprocessw
t1069,gather,domain workgroup information
t1060,adding,advstoreshell
t1027,obfuscate,values
t1007,uses,tasklist directory
t1057,enumerates,running processes system
t1001,generated,data
t1074,uploaded,file
t1120,attached,usb devices
t1135,identified,victim network
t1123,captures,audio
t1016,collects,network adapter interface information
t1113,take,screenshot remote system
t1083,use,common function
t1105,remote,computers
t1098,contains,function
t1041,send,screenshots files keylogger data files
t1172,hosted,another server
t1116,signed,binary shellcode loader
t1107,deletes,files
t1082,enumerate,system information
t1064,containing,powershell commands
t1083,using,rsa aes
t1086,execute,malware
t1086,executes,powershell scripts
t1008,sends,data
t1083,list,files information specific directories
t1039,using,robocopy
t1107,delete,rar archives
t1048,collected,files
t1053,infected,the host
t1074,copies,files usb devices
t1107,deletes,.lnk file
t1179,attached,network drive
t1002,exfiltrating,dragonfly
t1082,discovers,information infected machine
t1008,uses,port 80
t1037,adding,registry key logon script
t1023,created,several .lnk files
t1132,using,range characters gzip
t1055,dropped,an executable
t1084,persist,poshc2
t1123,capturing,audio
t1088,contains,uac bypass tool privilege escalation
t1082,collects,mac address computer name hardware uuid serial number operating system version
t1066,modified,open source project cryptcat
t1089,disable,routing firewall victims machine
t1116,signed,helminth samples
t1525,signed,container images
t1492,created,rules
t1112,uses,batch file
t1073,sideload,dll
t1069,looks,domain admins power users administrators groups
t1181,execute,malicious code
t1083,identifies,files certain extensions usb devices
t1082,collect,victims os version machine name
t1002,compressing,data
t1055,trusted,processes
t1105,transferred,files
t1082,grab,systems information
t1089,found,anti virus
t1083,enumerate,directories
t1047,check,sandbox
t1083,return,detailed
t1489,render,exchange contents
t1075,used,hash tools
t1140,using,custom xor algorithm
t1033,obtain,machine hostname top level domain
t1099,modifies,mac times local log files
t1016,exploiting,machine lowball malware
t1016,obtain,information victim network configuration
t1132,encodes,files exfiltration
t1036,based,detection
t1049,including,active tcp connections network statistics
t1086,establish,persistence
t1041,established,backdoor command control channel
t1075,perform,attacks
t1082,drive,information
t1090,included,local upnp rpc proxies
t1087,runs,tests
t1059,ran,reverse shell meterpreter
t1027,encrypted,the cozycar configuration file
t1074,stage,nokki
t1053,named,scheduled tasks
t1027,encrypted,additional files
t1132,using,base64
t1066,evade,detection
t1014,used,tool
t1012,associated,registry keys
t1003,known,cleaver
t1482,used,nltest
t1086,run,powershell command
t1498,filter,attack traffic
t1064,executes,scripts
t1086,used,publicly available powershell wmimplant
t1198,block,loading malicious sip dlls
t1190,gain,access
t1185,steal,sensitive online banking information
t1022,saves,victim
t1056,steal,passwords
t1104,maintain,control victims machines
t1107,delete,specified file
t1003,dumped,account hashes
t1142,collects,keychains system
t1059,execute,commands discovery
t1082,send,serial numbers
t1074,saved,temp file
t1007,made,initial communication
t1112,deletes,registry key rundll32 . open
t1002,protect,files
t1070,used,sdelete
t1024,need,access intended malware sample day tweet image file
t1016,acquire,information local network ipconfig directory > > directory
t1057,view,running processes victims machine
t1119,execute,set commands
t1003,use,lazagne
t1055,perform,reflective dll injection
t1071,using,http
t1115,contains,code open
t1042,changes,default program association registry
t1086,download,additional payloads
t1033,collects,account name
t1055,using,reflective dll
t1204,execute,malware
t1086,perform,timestomping
t1123,encrypted,data
t1064,infected,victims
t1050,allow,zlib
t1047,running,wmi queries
t1085,uses,rundll32
t1136,create,local domain account
t1060,used,batch script
t1016,collect,ip address victims computers network
t1027,employed,visual obfuscation techniques
t1105,encrypted,binary
t1041,used,c2 channel
t1076,enables,concurrent remote desktop protocol
t1057,discover,processes
t1193,containing,attachments
t1081,used,valuevault pickpocket
t1064,execute,malicious javascript vbscript payloads
t1119,following,extension
t1032,coded,keys
t1083,using,cacls
t1105,compromised,system
t1096,store,data
t1203,exploited,client software vulnerabilities execution microsoft word cve-2012 0158
t1485,used,rawdisk
t1008,creates,remote attackers
t1073,used,dll side loading
t1094,initiate,tcp connection socket
t1072,used,victim endpoint management platform altiris
t1114,uses,two utilities getmail mapiget
t1074,copy,data
t1130,add,certificate
t1137,installed,backdoor macro
t1076,targeted,rdp credentials
