id,what,where
t1042,modify,file association registry key value
t1042,modify,file association registry entry value
t1043,communicate,c2 communication
t1043,communicate,command and control communication
t1043,communicate,c2 traffic
t1043,communicate,command and control traffic
t1043,send,c2 communication
t1043,send,command and control communication
t1043,send,c2 traffic
t1043,send,command and control traffic
t1044,manipulate,installer binary
t1044,manipulate,executable service
t1044,manipulate,windows service binary
t1044,overwrite,installer binary
t1044,overwrite,executable service
t1044,overwrite,windows service binary
t1044,replace,installer binary
t1044,replace,executable service
t1044,replace,windows service binary
t1045,compress,executable
t1045,compress,software
t1045,encrypt,executable
t1045,encrypt,software
t1045,pack,executable
t1045,pack,software
t1046,list,remote host service list
t1046,get,remote host service
t1047,use,remote procedure call service
t1047,use,rpcs
t1047,use,server message block
t1047,use,smb
t1047,use,windows management instrumentation
t1047,use,wmi
t1047,use,wmi service
t1048,exfiltrate,data different network location
t1048,send,data different network location
t1049,display,network connection
t1049,enumerate,network connection
t1050,create,service
t1050,disguise,service name
t1050,hide,service name
t1050,install,service
t1050,start,service
t1051,add,browser content
t1052,exfiltrate,data
t1053,execute,program
t1053,run,program
t1053,schedule,program
t1054,block,traffic
t1054,disable,etw
t1054,disable,event
t1054,disable,host based sensor
t1054,redirect,etw
t1054,redirect,event
t1054,redirect,host based sensor
t1055,attach,apc queue code
t1055,attach,process code
t1055,attach,process thread code
t1055,attach,process binary
t1055,inject,apc queue code
t1055,inject,elf binary code
t1055,inject,process code
t1055,inject,process thread code
t1055,inject,apc queue dll
t1055,inject,process dll
t1055,inject,process thread dll
t1055,load,code process
t1055,load,process library
t1055,load,shared object process
t1055,manipulate,pe
t1055,manipulate,portable executable
t1055,read,process memory code
t1055,read,process memory data
t1055,write,process memory code
t1055,write,process memory data
t1056,capture,keystroke
t1056,capture,user input
t1056,install,code to portals
t1056,install,code to vpn login
t1056,intercept,keystroke
t1056,intercept,user input
t1056,log,keystroke
t1056,log,user input
t1057,get,process information
t1057,obtain,process information
t1058,alter,imagepath registry key
t1058,alter,service binpath registry key
t1058,alter,service failure parameter registry key
t1058,change,imagepath registry key
t1058,change,service binpath registry key
t1058,change,service failure parameter registry key
t1059,use,cmd
t1059,use,command line interface
t1060,add,run registry key
t1060,add,runonce registry key
t1060,add,runonceex registry key
t1060,add,runservices registry key
t1060,add,runservicesonce registry key
t1060,add,shell folders registry key
t1060,add,user shell folders registry key
t1060,add,userinit registry key
t1060,add,run registry key
t1060,add,runonce registry key
t1060,add,runonceex registry key
t1060,add,runservices registry key
t1060,add,runservicesonce registry key
t1060,add,shell folders registry key
t1060,add,user shell folders registry key
t1060,add,userinit registry key
t1060,create,run registry key
t1060,create,runonce registry key
t1060,create,runonceex registry key
t1060,create,runservices registry key
t1060,create,runservicesonce registry key
t1060,create,shell folders registry key
t1060,create,user shell folders registry key
t1060,create,userinit registry key
t1061,use,system gui
t1062,use,hypervisor
t1063,get,configuration list
t1063,get,defensive tool list
t1063,get,security software list
t1063,get,sensor list
t1064,embed,macro office document
t1064,embed,script office document
t1064,use,bat
t1064,use,command line batch script
t1064,use,javascript
t1064,use,js
t1064,use,metasploit
t1064,use,powershell
t1064,use,powersploit
t1064,use,poweshell script
t1064,use,script
t1064,use,scripting language
t1064,use,vbe
t1064,use,vbs
t1064,use,vbscript
t1064,use,veil
t1065,communicate,command and control communication
t1065,communicate,c2 traffic
t1065,conduct,command and control communication
t1065,conduct,c2 traffic
t1065,send,command and control communication
t1065,send,c2 traffic
t1066,modify,tool
t1067,modify,boot sector
t1067,modify,master boot record
t1067,modify,mbr
t1067,modify,vbr
t1067,modify,volume boot record
t1067,overwrite,boot sector
t1067,overwrite,master boot record
t1067,overwrite,mbr
t1067,overwrite,vbr
t1067,overwrite,volume boot record
t1068,abuse,programming error
t1068,abuse,software vulnerability
t1068,take advantage,programming error
t1068,take advantage,software vulnerability
t1068,use,programming error
t1068,use,software vulnerability
t1069,find,domain level group
t1069,find,local system
t1069,find,permission setting
t1069,search,domain level group
t1069,search,local system
t1069,search,permission setting
t1070,alter,artifact
t1070,alter,event
t1070,alter,event log
t1070,alter,log
t1070,clear,artifact
t1070,clear,event
t1070,clear,event log
t1070,clear,log
t1070,delete,artifact
t1070,delete,event
t1070,delete,event log
t1070,delete,log
t1070,remove,artifact
t1070,remove,event
t1070,remove,event log
t1070,remove,log
t1071,blend,c2 traffic command
t1071,communicate,c2 traffic command
t1071,embed,c2 traffic command
t1071,send,c2 traffic
t1072,use,third party application
t1072,use,third party software
t1073,use,dll side loading vulnerability
t1074,create,file
t1074,create,directory
t1074,combine,data
t1074,combine,file
t1074,copy,data
t1074,copy,file
t1074,keep,data
t1074,keep,file
t1074,stage,data
t1074,stage,file
t1074,store,data
t1074,store,file
t1075,use,hash
t1075,use,password hash
t1076,connect,remote system
t1076,hijack,rdp session
t1076,steal,rdp session
t1077,copy,windows admin share binary
t1077,copy,windows admin share file
t1077,transfer,windows admin share binary
t1077,transfer,windows admin share file
t1078,capture,service account credential
t1078,capture,user credential
t1078,steal,service account credential
t1078,steal,user credential
t1078,use,credential
t1078,use,private key
t1078,utilize,credential
t1078,utilize,private key
t1080,add,code to network drive file
t1080,add,code shared location file
t1080,add,network drive file program
t1080,add program,shared location file program
t1080,add script,network drive file script
t1080,add script,shared location file script
t1081,extract,credential in file
t1081,extract,local file system
t1081,extract,password in file
t1081,extract,remote file share
t1081,locate,credential in file
t1081,locate,local file system
t1081,locate,password in file
t1081,locate,remote file share
t1081,search,credential in file
t1081,search,local file system
t1081,search,password in file
t1081,search,remote file share
t1081,steal,credential in file
t1081,steal,local file system
t1081,steal,password in file
t1081,steal,remote file share
t1082,collect,hardware information
t1082,collect,hardware architecture information
t1082,collect,operating system information
t1082,collect,operating system hotfixes information
t1082,collect,operating system patches information
t1082,collect,operating system version information
t1082,collect,service packs information
t1082,get,hardware information
t1082,get,hardware architecture information
t1082,get,operating system information
t1082,get,operating system hotfixes information
t1082,get,operating system patches information
t1082,get,operating system version information
t1082,get,service packs information
t1082,obtain,hardware information
t1082,obtain,hardware architecture information
t1082,obtain,operating system information
t1082,obtain,operating system hotfixes information
t1082,obtain,operating system patches information
t1082,obtain,operating system version information
t1082,obtain,service packs information
t1083,enumerate,directory
t1083,enumerate,file
t1083,search,file at host location
t1083,search,file at network share
t1084,compile,wmi script mof file
t1084,compile,windows management object file
t1084,compile,wmi object file
t1084,use,wmi script
t1085,execute,cpl
t1085,execute,control panel item file
t1085,execute,javascript
t1085,execute,script
t1086,use,powershell
t1086,execute,powershell
t1087,get,domain account list
t1087,get,local system account list
t1088,bypass,uac
t1088,bypass,user account control
t1089,delete,event logging process
t1089,delete,registry key
t1089,delete,security software
t1089,delete,security tool
t1089,disable,event logging process
t1089,disable,registry key
t1089,disable,security software
t1089,disable,security tool
t1089,kill,event logging process
t1089,kill,registry key
t1089,kill,security software
t1089,kill,security tool
t1089,terminate,event logging process
t1089,terminate,registry key
t1089,terminate,security software
t1089,terminate,security tool
t1090,communicate,c2 communication
t1090,communicate,c2 traffic
t1090,perform,c2 communication
t1090,perform,c2 traffic
t1090,send,c2 communication
t1090,send,c2 traffic
t1091,copy,malware removable media
t1091,copy,malware usb
t1091,move,code removable media
t1091,move,code usb
t1092,communicate,c2 command
t1092,communicate,c2 communication
t1092,communicate,c2 traffic
t1092,perform,c2 command
t1092,perform,c2 communication
t1092,perform,c2 traffic
t1092,relay,c2 command
t1092,relay,c2 communication
t1092,relay,c2 traffic
t1092,send,c2 command
t1092,send,c2 communication
t1092,send,c2 traffic
t1093,create,process
t1093,mask,code execution
t1093,replace,memory
t1093,unmapp,memory
t1094,communicate,c2 communication
t1094,communicate,c2 traffic
t1094,encapsulate,c2 communication
t1094,encapsulate,c2 traffic
t1094,send,c2 communication
t1094,send,c2 traffic
t1095,communicate,c2 communication
t1095,communicate,c2 traffic
t1095,perform,c2 communication
t1095,perform,c2 traffic
t1095,send,c2 communication
t1095,send,c2 traffic
t1096,store,file attribute binary metadata
t1096,store,file attribute file metadata
t1097,use,golden ticket
t1097,use,kerberos authentication
t1097,use,kerberos ticket
t1097,use,service ticket
t1097,use,silver ticket
t1097,use,tgt
t1097,use,ticket granting ticket
t1098,add,account setting
t1098,add,authentication procedure
t1098,add,credential
t1098,add,permission
t1098,add,permission group
t1098,add,second password
t1098,change,account setting
t1098,change,authentication procedure
t1098,change,credential
t1098,change,permission
t1098,change,permission group
t1098,change,second password
t1098,modify,account setting
t1098,modify,authentication procedure
t1098,modify,credential
t1098,modify,permission
t1098,modify,permission group
t1098,modify,second password
t1098,set,account setting
t1098,set,authentication procedure
t1098,set,credential
t1098,set,permission
t1098,set,permission group
t1098,set,second password
t1099,modify,access time file
t1099,modify,change time file
t1099,modify,create time file
t1099,modify,modify time file
t1099,modify,timestamp file
t1100,install,web script
t1100,install,web shell
t1100,place,web script
t1100,place,web shell
t1101,modify,security support provider registry key
t1102,use,common service
t1102,use,web service
t1103,create,appinit dll registry key
t1103,modify,appinit dll registry key
t1103,overwrite,appinit dll registry key
t1104,use,muli stage channel
t1105,copy,file
t1106,use,api
t1106,use,windows application programming interface
t1107,delete,file
t1107,remove,file
t1108,use,remote access tool
t1109,install,firmware
t1109,overwrite,firmware
t1110,perform,brute force technique
t1110,perform,password spraying
t1110,use,brute force technique
t1110,use,password spraying
t1110,use,rainbow table
t1111,capture,one time password
t1111,capture,token input
t1111,connect,network resource
t1111,employ,keylogger
t1111,replay,one time password
t1111,replay,token input
t1111,use,keylogger
t1112,create,registry entry
t1112,create,registry key
t1112,interact,registry entry
t1112,interact,registry key
t1112,modify,registry entry
t1112,modify,registry key
t1113,capture,screen
t1113,capture,screen capture
t1113,capture,screenshot
t1113,take,screen
t1113,take,screen capture
t1113,take,screenshot
t1114,acquire,email address
t1114,acquire,email data
t1114,collect,email address
t1114,collect,email data
t1114,discover,email address
t1114,discover,email data
t1115,access,clipboard data
t1115,collect,clipboard data
t1115,read,clipboard data
t1116,use,code signing certificate
t1117,load,com scriplet
t1117,load,script
t1117,register,com object
t1117,register,dll
t1117,register,embedding control
t1117,register,object link
t1117,unregister,com object
t1117,unregister,dll
t1117,unregister,embedding control
t1117,unregister,object link
t1118,use,installutil
t1119,collect,data
t1119,collect,file type
t1119,collect,information
t1119,collect,location
t1119,collect,name
t1119,copy,data
t1119,copy,file type
t1119,copy,information
t1119,copy,location
t1119,copy,name
t1119,identify,data
t1119,identify,file type
t1119,identify,information
t1119,identify,location
t1119,identify,name
t1119,move,data
t1119,move,file type
t1119,move,information
t1119,move,location
t1119,move,name
t1119,search,data
t1119,search,file type
t1119,search,information
t1119,search,location
t1119,search,name
t1120,gather,connected computer collect
t1120,gather,peripheral device collect
t1120,get,connected computer list
t1120,get,peripheral device list
t1121,collect,connected computer list
t1122,collect,peripheral device list
t1121,use,regasm
t1121,use,regsvcs
t1122,hijack,com
t1122,hijack,com reference
t1122,hijack,com relationship
t1122,hijack,component object model
t1122,use,com
t1122,use,com reference
t1122,use,com relationship
t1122,use,component object model
t1123,capture,audio device
t1123,capture,audio recording
t1123,listen,audio device
t1123,listen,audio recording
t1123,open,audio device
t1123,open,audio recording
t1123,read,audio device
t1123,read,audio recording
t1124,gather,system time
t1124,gather,time zone
t1124,infer,system time
t1124,infer,time zone
t1124,execute,scheduled task file
t1125,leverage,camera
t1125,leverage,webcam
t1125,leverage,video call service
t1125,capture,image
t1125,capture,image file
t1125,capture,video
t1125,capture,video call service
t1125,capture,video recording
t1125,capture,webcam
t1125,record,image
t1125,record,image file
t1125,record,video
t1125,record,video call service
t1125,record,video recording
t1125,record,webcam
t1125,write,image file
t1125,write,video file
t1125,exfiltrate,image file
t1125,exfiltrate,video file
t1126,detach,share connection
t1126,detach,windows admin share
t1126,detach,windows shared drive
t1126,disconnect,share connection
t1126,disconnect,windows admin share
t1126,disconnect,windows shared drive
t1126,remove,share connection
t1126,remove,windows admin share
t1126,remove,windows shared drive
t1127,use,cdb.exe
t1127,use,dnx.exe
t1127,use,kd.exe
t1127,use,msbuilld.exe
t1127,use,rcsi.exe
t1127,use,tracker.exe
t1127,use,trusted developer utility
t1127,use,windbg.exe
t1127,use,executable file
t1128,invoke,netsh.exe
t1128,use,netsh.exe
t1128,invoke,executable file
t1128,use,executable file
t1129,use,windows module loader
t1130,install,root certificate
t1131,use,autostart mechanism
t1131,use,lsa authentication package
t1132,encode,c2 communication
t1132,encode,c2 traffic
t1133,use,remote service
t1134,copy,access token
t1134,create,access token
t1134,impersonate,access token
t1134,manipulate,access token
t1135,look,shared drive
t1135,look,shared folder
t1135,search,shared drive
t1135,search,shared folder
t1136,create,cloud tenant account
t1136,create,domain account
t1136,create,local account
t1136,create,local system account
t1137,change,base template location
t1137,create,outlook form
t1137,create,outlook home page
t1137,create,outlook rule
t1137,insert vba macro,base template
t1137,modify,normal.dotm template
t1137,place dll reference,registry key
t1137,use,automation add ins
t1137,use,excel add in libraries wll
t1137,use,office add ins
t1137,use,office component object model com add ins
t1137,use,outlook add in
t1137,use,outlook form
t1137,use,outlook home page
t1137,use,outlook rule
t1137,use,vba add ins
t1137,use,vba editor vbe
t1137,use,visual studio tools for office vsto add ins
t1137,use,word add in libraries
t1137,use,excel add in libraries xll
t1138,use,shim
t1138,use,shim database
t1139,look,file
t1139,search,file
t1140,decode,binary fragment
t1140,decode,executable file
t1140,decode,file
t1140,decode,information
t1140,decode,remote access tool
t1140,deobfuscate,binary fragment
t1140,deobfuscate,executable file
t1140,deobfuscate,file
t1140,deobfuscate,information
t1140,deobfuscate,remote access tool
t1140,reassemble,binary fragment
t1140,reassemble,executable file
t1140,reassemble,file
t1140,reassemble,information
t1140,reassemble,remote access tool
t1141,mimic,input prompt
t1141,prompt user,credential
t1141,use,input prompt
t1142,access,keychain
t1143,hide,hidden window
t1143,hide,running window
t1143,implement,hidden window
t1143,implement,running window
t1144,delete,quarantine flag
t1144,modify,quarantine flag
t1144,remove,quarantine flag
t1144,reset,quarantine flag
t1145,extract,private key
t1145,gather,private key
t1145,intercept,private key
t1145,steal,private key
t1145,use,input capture
t1146,clear,command history
t1146,delete,command history
t1146,remove,command history
t1147,hide,user accounts
t1148,use,histcontrol
t1149,hijack,entry point for a binary
t1149,modify,entry point for a binary
t1150,modify,plist file
t1150,use,plist file
t1151,hide,file extension
t1151,hide,file type
t1152,abuse,agent
t1152,abuse,code
t1152,abuse,deamon
t1152,abuse,launchctl
t1152,execute,agent
t1152,execute,code
t1152,execute,deamon
t1152,execute,launchctl
t1152,install,agent
t1152,install,code
t1152,install,deamon
t1152,install,launchctl
t1152,launch,agent
t1152,launch,code
t1152,launch,deamon
t1152,launch,launchctl
t1152,load,agent
t1152,load,code
t1152,load,deamon
t1152,load,launchctl
t1152,reload,agent
t1152,reload,code
t1152,reload,deamon
t1152,reload,launchctl
t1152,use,agent
t1152,use,code
t1152,use,deamon
t1152,use,launchctl
t1153,use,source comamnd
t1154,register,code
t1154,register,command
t1155,run,applescript
t1155,run,script
t1155,use,applescript
t1155,use,script
t1156,insert code,bash_profile file
t1156,insert code,bashrc file
t1156,insert code,shell script
t1156,modify,bash_profile file
t1156,modify,bashrc file
t1156,modify,shell script
t1157,place,dylib
t1157,plant,dylib
t1157,use,dylib
t1158,hide,directory name
t1158,hide,file name
t1158,hide,folder name
t1159,configure,launch agent
t1159,install,launch agent
t1160,configure,launch daemon
t1160,create,launch daemon
t1160,install,launch daemon
t1160,modify,launch daemon
t1161,remove,lc_code_signature command
t1162,modify,login item
t1162,modify,plist file
t1162,register,login item
t1162,register,plist file
t1162,set,login item
t1162,set,plist file
t1163,use,rc.common file
t1164,modify,loginwindow plist file
t1164,modify,plist file
t1164,modify,property list file
t1165,create,startup item
t1165,create,startup item directory file
t1165,create,startup item directory folder
t1165,modify,startup item
t1165,modify,startup item directory file
t1165,modify,startup item directory folder
t1166,set,setgid bits
t1166,set,setuid flag
t1167,scan,securityd memory
t1168,schedule,executable execution
t1168,schedule,job
t1168,schedule,program execution
t1169,use,sudoers file configuration
t1170,execute,.hta file
t1170,execute,file
t1170,execute,javascript
t1170,execute,vbscript
t1171,collect,hash
t1171,collect,ntlmv2 hash
t1171,collect,username
t1171,crack,hash
t1171,crack,ntlmv2 hash
t1171,crack,username
t1171,intercept,hash
t1171,intercept,ntlmv2 hash
t1171,relay,hash
t1171,relay,ntlmv2 hash
t1171,spoof,authoritative source
t1172,hide,destination
t1172,obfuscate,destination
t1173,poison,microsoft office document
t1173,use,dde
t1173,use,dynamic data exchange
t1173,use,object linking and embedding
t1173,use,ole
t1174,register,password filter dll
t1175,activate,com object
t1175,activate,dde comand
t1175,activate,macro
t1175,activate,shellcode
t1175,execute,com object
t1175,execute,dde comand
t1175,execute,macro
t1175,execute,shellcode
t1175,launch,com object
t1175,launch,dde comand
t1175,launch,macro
t1175,launch,shellcode
t1176,install,browser extension
t1176,install,chrome extension
t1176,install,malicious extension
t1176,install,safari extension
t1177,target,lsass.exe
t1177,use,lsass.exe
t1178,insert sid value,sid history
t1179,capture,api function
t1179,capture,credenumeratea api
t1179,capture,process
t1179,capture,win32 api
t1179,hook,api function
t1179,hook,credenumeratea api
t1179,hook,process
t1179,hook,win32 api
t1179,install,hooking mechanism
t1180,modify,screensaver setting registry key
t1180,use,screensaver setting registry key
t1181,modify,extra window memory location
t1181,overwrite,extra window memory location
t1182,abuse,appcertdlls registry key
t1182,modify,appcertdlls registry key
t1182,use,appcertdlls registry key
t1183,abuse,image file execution options registry key values
t1183,install,ifeo
t1183,install,ifeo mechanism
t1183,modify,image file execution options registry key values
t1183,overwrite,image file execution options registry key values
t1183,use,ifeo
t1183,use,ifeo mechanism
t1183,use,image file execution options registry key values
t1184,hijack,connection
t1184,hijack,ssh session
t1185,inject code,browser
t1185,inject software,browser
t1186,conceal,process
t1186,create,code
t1186,create,executable
t1186,create,file
t1186,create,process
t1186,create,shared section of memory
t1186,create,txf transaction
t1186,initiate execute,code
t1186,initiate execute,executable
t1186,initiate execute,file
t1186,initiate execute,process
t1186,initiate execute,shared section of memory
t1186,initiate execute,txf transaction
t1186,inject,process
t1186,launch,process
t1186,load,code
t1186,load,executable
t1186,load,file
t1186,load,process
t1186,load,shared section of memory
t1186,load,txf transaction
t1186,overwrite,code
t1186,overwrite,executable
t1186,overwrite,file
t1186,overwrite,process
t1186,overwrite,shared section of memory
t1186,overwrite,txf transaction
t1186,remove,code
t1186,remove,executable
t1186,remove,file
t1186,remove,process
t1186,remove,shared section of memory
t1186,remove,txf transaction
t1186,undo,code change
t1186,undo,executable change
t1186,undo,file change
t1186,undo,process change
t1186,undo,shared section of memory change
t1186,undo,txf transaction change
t1187,place,lnk file
t1187,place,scf file
t1187,send,attachment
t1188,chain,proxy
t1188,link,proxy
t1189,deliever code,browser
t1189,inject,ads
t1189,inject code,browser
t1189,insert object,browser
t1189,insert web object,browser
t1189,post,ads
t1189,use,ads
t1190,abuse,bug
t1190,abuse,glitch
t1190,abuse,software weakenss
t1190,abuse,vulnerability
t1190,abuse,weakness
t1190,exploit,bug
t1190,exploit,glitch
t1190,exploit,software weakenss
t1190,exploit,vulnerability
t1190,exploit,weakness
t1190,take advantage,bug
t1190,take advantage,glitch
t1190,take advantage,software weakenss
t1190,take advantage,vulnerability
t1190,take advantage,weakness
t1191,supply,inf file cmstp.exe
t1192,include,link
t1192,prompt,user
t1192,solicit,user
t1192,use,link
t1192,use,url
t1193,attach,file extensions
t1193,attach,icons
t1193,execute,email payload
t1193,exploite,vulnerability
t1193,manipulate,file extensions
t1193,manipulate,icons
t1193,send,email with file attachment
t1194,create,social media account
t1194,message,employee
t1194,send,attachment
t1194,send,content
t1194,send,link
t1194,send,message
t1195,add,code
t1195,add,software
t1195,compromise,system image
t1195,infect,system image
t1195,install,software
t1195,manipulate,code
t1195,manipulate,development environment
t1195,manipulate,development tool
t1195,manipulate,distribution mechanisms
t1195,manipulate,software update
t1195,manipulate,source
t1195,manipulate,source code repository
t1195,replace,software
t1195,sell,counterfeit product
t1195,target,open source code
t1195,target,open source project
t1195,use,open source code
t1195,use,open source project
t1195,utilize,open source code
t1195,utilize,open source project
t1196,deliver,cpl file
t1196,deliver,control panel item file
t1196,execute,cpl file
t1196,execute,control panel item file
t1196,use,cpl file
t1196,use,control panel item file
t1197,abuse,bits
t1197,abuse,bits execution
t1197,abuse,bits upload functionality
t1197,use,bits
t1197,use,bits execution
t1197,use,bits upload functionality
t1198,abuse,sip
t1198,abuse,sip and trust provider
t1198,abuse,trust provider
t1198,hijack,sip
t1198,hijack,sip and trust provider
t1198,hijack,trust provider
t1198,use,sip
t1198,use,sip and trust provider
t1198,use,trust provider
t1199,access,connection
t1199,access,network
t1199,exploit,connection
t1199,exploit,network
t1199,use,connection
t1199,use,network
t1200,add,computer accessories
t1200,add,firmware
t1200,add,hardware
t1200,introduce,computer accessories
t1200,introduce,firmware
t1200,introduce,hardware
t1200,modify,computer accessories
t1200,modify,firmware
t1200,modify,hardware
t1201,access,detailed information password policy
t1202,execute,command
t1203,exploit,activemq vulnerability
t1203,exploit,adobe reader vulnerability
t1203,exploit,commonly used software vulnerability
t1203,exploit,equation editor vulnerability
t1203,exploit,flash vulnerability
t1203,exploit,hadoop vulnerability
t1203,exploit,microsoft office application vulnerability
t1203,exploit,microsoft sharepoint vulnerability
t1203,exploit,microsoft word vulnerability
t1203,exploit,redis vulnerability
t1203,exploit,web browser vulnerability
t1203,exploit,winrar vulnerability
t1204,use,cpl file
t1204,use,doc file
t1204,use,exe file
t1204,use,lnk file
t1204,use,pdf file
t1204,use,pif file
t1204,use,rtf file
t1204,use,scr file
t1204,use,xls file
t1204,use,executable
t1204,use,file
t1204,weaponize,cpl file
t1204,weaponize,doc file
t1204,weaponize,exe file
t1204,weaponize,lnk file
t1204,weaponize,pdf file
t1204,weaponize,pif file
t1204,weaponize,rtf file
t1204,weaponize,scr file
t1204,weaponize,xls file
t1204,weaponize,executable
t1204,weaponize,file
t1205,use,port knocking
t1206,modify,sudo caching configuration
t1206,modify,tty_ticket
t1206,use,sudo caching configuration
t1206,use,tty_ticket
t1207,inject change,active directory credential
t1207,inject change,active directory domain object
t1207,inject change,active directory key
