id,what,where
t1130,sign,malicious code
t1130,avoid,security warnings prompting users
t1130,intercept,ssl communication
t1130,intercept,information transmitted over secure tls
t1131,execute,code
t1133,gain,access
t1133,persist,network
t1134,authenticate,remote system
t1134,elevate,security context from the administrator level to the system level
t1134,impersonate,logged on user's security context
t1134,create,new process running under the security context of the impersonated user
t1135,access,directories
t1135,perform,lateral movement
t1135,query,remote system
t1135,access,file
t1135,perform,collection
t1135,query,shared drive
t1135,access,system
t1136,maintain,persistence
t1137,include,macro
t1137,execute,dll
t1137,obtain,
t1137,obtain,persistence
t1137,execute,code
t1138,disable,structure exception handling
t1138,use,bypass user account control
t1138,inject,
t1138,use,uac
t1138,inject,injectdll
t1138,disable,disableseh
t1138,use,redirectexe
t1138,install,backdoor
t1138,intercept,getprocaddress
t1138,intercept,memory addresse
t1138,disable,disablenx
t1138,disable,data execution prevention
t1138,inject,dlls into processes
t1138,elevate,privilege
t1138,disable,defense
t1139,get,potential credential
t1140,deobfuscate,file
t1140,decode,file
t1141,collect,credential
t1141,prompt,users
t1142,collect,credential
t1143,conceal,malicious activity
t1144,bypass,gatekeeper defense
t1145,decrypte,file
t1145,authenticate,ssh
t1145,authenticate,remote service
t1145,capture,privatekey password
t1146,evade,defense
t1146,prevent,commands appearing in logs
t1146,hide,commands appearing logs
t1147,evade,defense
t1148,hide,trace
t1149,bypass,application whitelisting
t1150,execute,code
t1150,bypass,whitelisting procedure
t1150,point,code
t1151,double click,file
t1152,execute,code
t1152,bypass,whitelisting
t1153,execute,program
t1154,execute,code
t1155,launch,techniques
t1155,present,fake dialog box
t1155,interact,ssh connection
t1155,move,remote machines
t1156,gain,persistence
t1156,execute,binary
t1157,gain,persistence
t1157,escalate,privilege
t1158,hide,file
t1158,hide,folder
t1158,evade,system analysis
t1158,maintain,persistence
t1159,load,plist
t1160,escalate,privilege
t1160,load,plist
t1161,avoid,signature check
t1162,maintain,persistence
t1162,execute,code
t1163,maintain,persistence
t1163,hide,code
t1164,provide,link to executable
t1164,include,link to executable
t1164,specify,application to reopen
t1165,register,persistence mechanism
t1165,escalate,priviledge
t1166,run,code
t1167,find,key
t1168,execute,command
t1168,run,rprocess under the context of a specific account
t1168,perform,lateral movement
t1168,execute,script
t1168,gain,"root privileges,"
t1168,perform,execution
t1168,execute,program
t1168,maitain,persistence
t1169,spawn,processe
t1169,execute,command
t1170,bypass,bypass browser security setting
t1170,bypass,application whitelisting solution
t1170,proxy execution,code
t1171,obtain,palaintext password
t1171,poison,name service
t1171,execute,code
t1172,hiding,destination
t1172,disguise,destination
t1173,deliver,command
t1173,execute,command
t1173,avoiding,vba macro execution
t1174,harvest,credential
t1174,obtain,credential
t1175,move laterally,system
t1175,escalate,privilege
t1176,maintain,persistence
t1176,maintain,command&control
t1176,steal,credential
t1176,steal,information
t1176,browse,website
t1176,use,rat installer
t1177,execute,code
t1178,impersonate,user
t1178,impersonate,group
t1179,conceal,file
t1179,conceal,registry key
t1179,hide,malware
t1179,hide,file
t1179,conceal,process
t1179,hide,registry key
t1179,maintain,persistence
t1179,redirect,code flow
t1179,reveal,user authentication credential
t1179,load,code
t1179,execute,code
t1179,conceal,malware
t1179,hide,process
t1180,run,malware
t1180,maintain,malware
t1181,avoid,data execution prevention  dep
t1181,bypass,writeprocessmemory
t1181,bypass,use of highly monitored api calls
t1181,avoid,writeprocessmemory
t1181,avoid,createremotethread
t1181,bypass,createremotethread
t1181,bypass,protection mechanism
t1181,bypass,data execution prevention  dep
t1181,elevate,privilege
t1181,allow access,process's memory
t1181,avoid,protection mechanism
t1181,avoid,use of highly monitored api calls
t1182,escalate,privilege
t1182,load,malicious dll
t1182,obtain,persistence
t1183,escalate,privilege
t1183,obtain,persistence
t1183,evade,defense
t1183,maintain,persistence
t1184,move laterally,system
t1185,modify,behavior
t1185,modify,information
t1185,intercept,cookies
t1185,redirect,https traffic
t1185,modify,content
t1185,inherit,http sessions
t1185,change,information
t1185,intercept,ssl client certificates
t1185,inherit,ssl client certificates
t1185,inherit,cookies
t1185,change,content
t1185,intercept,http sessions
t1185,change,behavior
t1185,redirect,http
t1186,avoid use of,ntunmapviewofsection
t1186,evade,detection
t1186,avoid use of,virtualprotectex
t1186,avoid use of,setthreadcontext
t1186,avoid use of,highly monitored api function
t1186,evade,defense
t1187,gain access,user account hash
t1187,load,resource
t1188,disguise,source
t1189,display,content
t1189,run,content
t1189,display,script
t1189,run,script
t1190,cause,unintended or unanticipated behavior
t1191,load,dlls
t1191,execute,com scriptlets  sct
t1191,execute,dlls
t1191,execute,command
t1191,bypass,whitelisting defenses
t1191,load,com scriptlets  sct
t1191,bypass,bypass user account control technique
t1191,load,command
t1191,bypass,applocker
t1192,download,application
t1192,download,zip file
t1192,download,malware
t1192,download,document
t1192,download,executable
t1192,interact,email reader
t1192,avoid,defense
t1192,interact,embeded image
t1192,exploit,end system
t1192,verify,receipt
t1193,gain,execuation
t1193,hide,executable extension
t1194,click,link
t1194,generate get,rapport
t1194,open,attachment
t1195,gain,execution
t1195,add,code
t1196,bypass,file extension whitelisting
t1196,bypass,application
t1196,execute,command
t1197,download,malicious code
t1197,execute,malicious code
t1197,clean up,malicious code
t1198,mislead,operating system
t1198,bypass,security policy
t1198,mislead,whitelisting tool
t1198,subvert,trust control
t1199,gain access,system
t1199,gain access,network
t1200,install,wireless access
t1200,break,man in the middle encryption
t1200,inject,keystroke
t1200,tapp,network
t1200,add,wireless access
t1200,monitor,network
t1200,read,kernel memory
t1201,launch,brute force attack
t1201,launch,dictionary
t1201,create list of,common password
t1202,evade,evasion
t1202,perform,execution
t1203,execute,code
t1204,exploit,application vulnerability
t1204,bait,user into clicking
t1204,exploit,browser vulnerability
t1204,execute,code
t1205,enable,port
t1205,hide,open port
t1206,escalate,privilege without user password
t1207,obstruct,backdoor
t1207,"perform,establish",forensic analysis
t1207,obstruct,forensic analysis
t1207,obstruct,sid history injection
t1207,"perform,establish",sid history injection
t1207,"perform,establish",backdoor
t1208,escalate,privilege
t1208,expose,plaintext credentials
t1208,perform,lateral movement
t1208,enable,persistance
t1209,establish,persistence
t1210,execute,code
t1210,move laterally,system
t1211,execute,adversary controlled code
t1212,gain access,systems
t1212,circumvent,process
t1212,execute,adversary controlled code
t1212,gain access,credentials
t1213,mine,information
t1214,search,credentials
t1214,use,credentials
t1214,looking,credentials
t1215,hide,process
t1215,hide,file
t1215,enable,root access
t1215,provide,backdoor
t1215,maintain,persistence
t1215,hide,network activity
t1215,evade,defense
t1215,tamper,log
t1215,provide,root access
t1215,enable,backdoor
t1216,bypass,signature validation restriction
t1216,proxy execute,files
t1216,bypass,application whitelisting solution
t1217,learn,personal information
t1217,learn,social media
t1217,learn,banking sites
t1217,reveal,compromised host
t1217,reveal,interests
t1217,reveal,banking sites
t1217,learn,interests
t1217,learn,compromised host
t1217,reveal,social media
t1217,reveal,personal information
t1218,run,powershell script
t1218,bypass,signature validation restriction
t1218,bypass,application whitelisting solution
t1218,execute,file
t1218,execute,dll
t1218,input dll,process
t1218,inject dll,process
t1218,execute,dll
t1218,launch,msi file
t1219,establish,redendant access
t1219,establish,c2 channel
t1219,establish,reverse connection
t1219,establish,interactive rdp
t1220,bypass,application whitelisting
t1221,evade,static detection
t1221,conceal,code
t1221,enable,execution
t1221,enable,payload fetched
t1222,enable replacement enable deletion,file
t1222,enable modification,file
t1222,evade,dacls
t1223,bypass,application whitelisting
t1223,conceal,malicious code
t1480,evade,anti virus detection
t1480,evade,reverse engineering
t1480,avoid packaging,decryption key
t1480,evade,crowdsourcing of information
t1480,avoid send,decryption key
t1480,evade,sandbox detection
t1480,prevent,exposure of capabilities
t1480,help protect,ttps
t1480,evade,detection
t1481,hide,c2 command
t1481,relay,c2 command
t1482,identify,forest environments
t1482,conduct,pass the ticket
t1482,conduct,kerberoasting
t1482,conduct,sid history injection
t1482,identify,lateral movement opportunities windows multi domain
t1483,dynamic identification,destination
t1484,implement,create account technique
t1484,implement,remote file copy technique
t1484,implement,disabling security tool technique
t1484,implement,scheduled task technique
t1484,subvert,discretionary access control
t1484,implement,service execution technique
t1484,achieve,ad backdoor
t1484,escalate,privilege
t1485,interrupt,availability
t1485,make irrecoverable,data
t1486,interrupt,availability
t1486,make inaccessable,data
t1487,interrupt,availability
t1488,interrupt,availability
t1488,make irrecoverable,data
t1489,make unavailable,service
t1490,prevent,recovery
t1491,spread,propaganda
t1491,deliver,message intimidation
t1491,claim,intrusion credit
t1492,hide,activity
t1493,hide,activity
t1494,effect,business process
t1494,effect,decision making
t1494,manipulate,user underting
t1494,manipulate,business process
t1494,manipulate,decision making
t1494,effect,user underting
t1496,mine,cryptocurrency
t1496,solve,rource intensive task
t1497,conceal,core function
t1497,avoid detection,tool
t1497,disengage,victim
t1497,avoid detection,activity
t1497,avoid operating,temporary sandbox
t1498,exhaust,network bandwidth
t1498,block,availability
t1499,exhaust,resource
t1499,crash,system
t1499,exhaust,system resource
t1499,block,availability
t1500,make difficult,discovery
t1500,make difficult,analysis
t1501,establish,access
t1501,execute,commands
