id,what,where
t1174,obtain,credential
t1175,move laterally,system
t1175,escalate,privilege
t1176,browse,website
t1176,steal,information
t1176,steal,credential
t1176,use,RAT installer
t1176,maintain,persistence
t1176,maintain,command&control
t1177,execute,code
t1178,impersonate,user
t1178,impersonate,group
t1179,conceal,file
t1179,conceal,process
t1179,conceal,registry key
t1179,conceal,malware
t1179,hide,file
t1179,hide,process
t1179,hide,registry key
t1179,hide,malware
t1179,reveal,user authentication credential
t1179,load,code
t1179,execute,code
t1179,redirect,code flow
t1179,maintain,persistence
t1180,maintain,malware
t1180,run,malware
t1181,bypass,protection mechanism
t1181,bypass,data execution prevention  DEP
t1181,bypass,use of highly monitored API calls
t1181,bypass,WriteProcessMemory
t1181,bypass,CreateRemoteThread
t1181,avoid,protection mechanism
t1181,avoid,data execution prevention  DEP
t1181,avoid,use of highly monitored API calls
t1181,avoid,WriteProcessMemory
t1181,avoid,CreateRemoteThread
t1181,allow access,process's memory
t1181,elevate,privilege
t1182,obtain,persistence
t1182,escalate,privilege
t1182,load,malicious dll
t1183,obtain,persistence
t1183,escalate,privilege
t1183,evade,defense
t1183,maintain,persistence
t1183,escalate,privilege
t1184,move laterally,system
t1185,change,content
t1185,change,behavior
t1185,change,information
t1185,modify,content
t1185,modify,behavior
t1185,modify,information
t1185,intercept,cookies
t1185,intercept,http sessions
t1185,intercept,ssl client certificates
t1185,inherit,cookies
t1185,inherit,http sessions
t1185,inherit,ssl client certificates
t1185,redirect,http
t1185,redirect,https traffic
t1186,evade,defense
t1186,evade,detection
t1186,evade,defense
t1186,evade,detection
t1186,avoid use of,highly monitored api function
t1186,avoid use of,NtUnmapViewOfSection
t1186,avoid use of,VirtualProtectEx
t1186,avoid use of,SetThreadContext
t1187,load,resource
t1187,gain access,user account hash
t1187,gain access,user account hash
t1188,disguise,source
t1189,display,content
t1189,display,script
t1189,run,content
t1189,run,script
t1189,,
t1189,display,content
t1189,display,script
t1189,run,content
t1189,run,script
t1189,display,content
t1189,display,script
t1189,run,content
t1189,run,script
t1190,cause,unintended or unanticipated behavior
t1191,load,dlls
t1191,load,com scriptlets  sct
t1191,load,command
t1191,execute,dlls
t1191,execute,com scriptlets  sct
t1191,execute,command
t1191,bypass,applocker
t1191,bypass,whitelisting defenses
t1191,bypass,bypass user account control technique
t1192,interact,email reader
t1192,interact,embeded image
t1192,exploit,end system
t1192,verify,receipt
t1192,download,application
t1192,download,document
t1192,download,zip file
t1192,download,executable
t1192,download,malware
t1192,avoid,defense
t1193,gain,execuation
t1193,hide,executable extension
t1193,gain,execuation
t1194,open,attachment
t1194,click,link
t1194,generate get,rapport
t1195,gain,execution
t1195,gain,execution
t1195,gain,execution
t1195,gain,execution
t1195,gain,execution
t1195,gain,execution
t1195,add,code
t1196,execute,command
t1196,bypass,application
t1196,bypass,file extension whitelisting
t1197,download,malicious code
t1197,execute,malicious code
t1197,clean up,malicious code
t1198,subvert,trust control
t1198,bypass,security policy
t1198,mislead,operating system
t1198,mislead,whitelisting tool
t1199,gain access,network
t1199,gain access,system
t1200,tapp,network
t1200,monitor,network
t1200,break,man in the middle encryption
t1200,inject,keystroke
t1200,read,kernel memory
t1200,add,wireless access
t1200,install,wireless access
t1201,create list of,common password
t1201,launch,dictionary
t1201,launch,brute force attack
t1202,evade,evasion
t1202,perform,execution
t1203,execute,code
t1204,exploit,browser  vulnerability
t1204,exploit,application vulnerability
t1204,execute,code
t1204,bait,user into clicking
t1205,hide,open port
t1205,enable,port
t1206,escalate,privilege without user password
t1207,obstruct,forensic analysis
t1207,obstruct,sid history injection
t1207,obstruct,backdoor
t1207,"perform,establish",forensic analysis
t1207,"perform,establish",sid history injection
t1207,"perform,establish",backdoor
t1208,expose,plaintext credentials
t1208,enable,persistance
t1208,escalate,privilege
t1208,perform,lateral movement
t1209,establish,persistence
t1210,execute,code
t1210,move laterally,system
t1211,execute,adversary controlled code
t1212,,
t1212,gain access,credentials
t1212,circumvent,process
t1212,gain access,systems
t1212,execute,adversary controlled code
t1213,mine,information
t1214,looking,credentials
t1214,search,credentials
t1214,use,credentials
t1215,maintain,persistence
t1215,evade,defense
t1215,hide,file
t1215,hide,process
t1215,hide,network activity
t1215,tamper,log
t1215,provide,backdoor
t1215,provide,root access
t1215,enable,backdoor
t1215,enable,root access
t1216,proxy execute,files
t1216,bypass,signature validation restriction
t1216,bypass,application whitelisting solution
t1217,reveal,personal information
t1217,reveal,banking sites
t1217,reveal,interests
t1217,reveal,social media
t1217,learn,personal information
t1217,learn,banking sites
t1217,learn,interests
t1217,learn,social media
t1217,reveal,compromised host
t1217,learn,compromised host
t1218,launch,msi file
t1218,bypass,application whitelisting solution
t1218,bypass,signature validation restriction
t1218,execute,DLL
t1218,execute,file
t1218,input dll,process
t1218,inject dll,process
t1218,run,powershell script
t1218,execute,dll
t1219,establish,C2 channel
t1219,establish,redendant access
t1219,establish,interactive rdp
t1219,establish,reverse connection
t1220,bypass,application whitelisting
t1221,enable,payload fetched
t1221,enable,execution
t1221,evade,static detection
t1221,conceal,code
t1222,evade,dacls
t1222,enable modification,file
t1222,enable replacement enable deletion,file
t1223,conceal,malicious code
t1223,bypass,application whitelisting
t1480,help protect,ttps
t1480,evade,detection
t1480,evade,sandbox detection
t1480,evade,anti virus detection
t1480,evade,crowdsourcing of information
t1480,evade,reverse engineering
t1480,avoid packaging,decryption key
t1480,avoid send,decryption key
t1480,prevent,exposure of capabilities
t1481,relay,C2 command
t1481,hide,C2 command
t1482,conduct,sid history injection
t1482,conduct,pass the ticket
t1482,conduct,kerberoasting
t1482,identify,Lateral Movement opportunities in Windows multi domain
t1482,identify,forest environments
t1483,dynamic identification,destination
t1484,subvert,discretionary access control
t1484,escalate,privilege
t1484,implement,scheduled task technique
t1484,implement,disabling security tool technique
t1484,implement,remote file copy technique
t1484,implement,create account technique
t1484,implement,service execution technique
t1484,achieve,AD backdoor
T1485,interrupt,availability
T1485,make irrecoverable,data
T1486,interrupt,availability
T1486,make inaccessable,data
T1487,interrupt,availability
T1488,interrupt,availability
T1488,make irrecoverable,data
T1489,make unavailable,service
T1490,prevent,recovery
T1490,prevent,recovery
T1491,spread,propaganda
T1491,claim,intrusion credit
T1491,deliver,message intimidation
T1492,hide,activity
T1493,hide,activity
T1494,effect,business process
T1494,effect,user underting
T1494,effect,decision making
T1494,manipulate,business process
T1494,manipulate,user underting
T1494,manipulate,decision making
T1496,solve,rource intensive task
T1496,mine,cryptocurrency
t1497,avoid detection,tool
t1497,avoid detection,activity
t1497,conceal,core function
t1497,disengage,victim
t1497,avoid operating,temporary sandbox
T1498,exhaust,network bandwidth
T1498,block,availability
T1499,crash,system
T1499,block,availability
T1499,exhaust,resource
T1499,block,availability
T1499,exhaust,resource
T1499,block,availability
T1499,exhaust,resource
T1499,block,availability
T1499,exhaust,system resource
T1499,block,availability
t1500,make difficult,discovery
t1500,make difficult,analysis
t1501,establish,access
t1501,execute,commands
