id,what,where
t1098,modify,permission group
t1098,modify,account setting
t1098,modify,authentication procedure
t1098,modify,second password
t1098,add,permission
t1098,add,credential
t1098,add,permission group
t1098,add,account setting
t1098,add,authentication procedure
t1098,add,second password
t1098,change,permission
t1098,change,credential
t1098,change,permission group
t1098,change,account setting
t1098,change,authentication procedure
t1098,change,second password
t1098,set,permission
t1098,set,credential
t1098,set,permission group
t1098,set,account setting
t1098,set,authentication procedure
t1098,set,second password
t1099,modify,timestamp of a file
t1099,modify,modify time of a file
t1099,modify,access time of a file
t1099,modify,create time of a file
t1099,modify,change time of a file
t1100,place,web script
t1100,place,web shell
t1100,install,web script
t1100,install,web shell
t1101,modify,security support provider registry key
t1102,use,web service
t1102,use,common service
t1103,create,appinit dll registry key
t1103,overwrite,appinit dll registry key
t1103,modify,appinit dll registry key
t1104,use,muli stage channel
t1105,copy,file
t1106,use,windows application programming interface
t1106,use,api
t1107,remove,file
t1107,delete,file
t1108,use,remote access tool
t1109,overwrite,firmware
t1109,install,firmware
t1110,use,rainbow table
t1110,use,brute force technique
t1110,perform,brute force technique
t1110,use,password spraying
t1110,perform,password spraying
t1111,connect,network resource
t1111,replay,one time password
t1111,replay,token input
t1111,capture,one time password
t1111,capture,token input
t1111,use,keylogger
t1111,employ,keylogger
t1112,interact,windows registry
t1112,modify,windows registry
t1113,take,screen
t1113,take,screen capture
t1113,take,screenshot
t1113,capture,screen
t1113,capture,screen capture
t1113,capture,screenshot
t1114,acquire,email data
t1114,acquire,email address
t1114,discover,email data
t1114,discover,email address
t1114,collect,email data
t1114,collect,email address
t1115,collect,clipboard data
t1115,access,clipboard data
t1115,read,clipboard data
t1116,use,code signing certificate
t1117,load,script
t1117,load,COM scriplet
t1117,register,object link
t1117,register,embedding control
t1117,register,dll
t1117,register,com object
t1117,unregister,object link
t1117,unregister,embedding control
t1117,unregister,dll
t1117,unregister,com object
t1118,use,installutil
t1119,collect,data
t1119,collect,information
t1119,collect,file type
t1119,collect,location
t1119,collect,name
t1119,search,data
t1119,search,information
t1119,search,file type
t1119,search,location
t1119,search,name
t1119,copy,data
t1119,copy,information
t1119,copy,file type
t1119,copy,location
t1119,copy,name
t1119,move,data
t1119,move,information
t1119,move,file type
t1119,move,location
t1119,move,name
t1119,identify,data
t1119,identify,information
t1119,identify,file type
t1119,identify,location
t1119,identify,name
t1120,gather information,peripheral device
t1120,gather information,connected computer
t1120,get list,peripheral device
t1120,get list,connected computer
t1121,use,regsvcs
t1121,use,regasm
t1122,use,component object model
t1122,use,com
t1122,use,com reference
t1122,use,com relationship
t1122,hijack,component object model
t1122,hijack,com
t1122,hijack,com reference
t1122,hijack,com relationship
t1123,listen,audio recording
t1123,listen,audio device
t1123,capture,audio recording
t1123,capture,audio device
t1123,read,audio recording
t1123,read,audio device
t1123,open,audio recording
t1123,open,audio device
t1124,infer,system time
t1124,infer,time zone
t1124,gather,system time
t1124,gather,time zone
t1125,capture,video recording
t1125,capture,image
t1125,capture,video
t1125,capture,image file
t1125,capture,webcam
t1125,capture,voice call service
t1125,capture,video call service
t1125,write,video recording
t1125,write,image
t1125,write,video
t1125,write,image file
t1125,write,webcam
t1125,write,voice call service
t1125,write,video call service
t1125,record,video recording
t1125,record,image
t1125,record,video
t1125,record,image file
t1125,record,webcam
t1125,record,voice call service
t1125,record,video call service
t1126,remove,share connection
t1126,remove,windows shared drive
t1126,remove,windows admin share
t1126,disconnect,share connection
t1126,disconnect,windows shared drive
t1126,disconnect,windows admin share
t1126,detach,share connection
t1126,detach,windows shared drive
t1126,detach,windows admin share
t1126,,share connection
t1126,,windows shared drive
t1126,,windows admin share
t1127,use,trusted developer utility
t1127,use,MSBuilld.exe
t1127,use,dnx.exe
t1127,use,rcsi.exe
t1127,use,windbg.exe
t1127,use,cdb.exe
t1127,use,kd.exe
t1127,use,tracker.exe
t1128,use,netsh.exe
t1128,invoke,netsh.exe
t1129,use,Windows module loader
t1130,install,root certificate
t1131,use,autostart mechanism
t1131,use,LSA Authentication Package
t1132,encode,c2 communication
t1132,encode,C2 traffic
t1133,use,remote service
t1134,create,access token
t1134,copy,access token
t1134,manipulate,access token
t1134,impersonate,access token
t1135,look,shared folder
t1135,look,shared drive
t1135,search,shared folder
t1135,search,shared drive
t1136,create,local account
t1136,create,domain account
t1136,create,local system account
t1136,create,cloud tenant account
t1137,change,base template location
t1137,create,outlook form
t1137,create,outlook rule
t1137,create,outlook home page
t1137,use,outlook form
t1137,use,outlook rule
t1137,use,outlook home page
t1137,insert vba macro,base template
t1137,modify,normal.dotm template
t1137,place dll reference,registry key
t1137,use,office add ins
t1137,use,Word add in Libraries
t1137,use,Excel add in Libraries  WLL
t1137,use,XLL
t1137,use,VBA add ins
t1137,use,Office Component Object Model  COM  add ins
t1137,use,automation add ins
t1137,use,VBA Editor  VBE
t1137,use,Visual Studio Tools for Office  VSTO  add ins
t1137,use,Outlook add in
t1138,use,shim
t1138,use,shim database
t1139,look,file
t1139,search,file
t1140,deobfuscate,file
t1140,deobfuscate,information
t1140,deobfuscate,executable file
t1140,deobfuscate,remote access tool
t1140,deobfuscate,binary fragment
t1140,decode,file
t1140,decode,information
t1140,decode,executable file
t1140,decode,remote access tool
t1140,decode,binary fragment
t1140,reassemble,file
t1140,reassemble,information
t1140,reassemble,executable file
t1140,reassemble,remote access tool
t1140,reassemble,binary fragment
t1141,mimic,input prompt
t1141,use,input prompt
t1141,prompt user,credential
t1142,access,keychain
t1143,hide,running window
t1143,hide,hidden window
t1143,implement,running window
t1143,implement,hidden window
t1144,remove,quarantine flag
t1144,modify,quarantine flag
t1144,delete,quarantine flag
t1144,reset,quarantine flag
t1145,gather,private key
t1145,intercept,private key
t1145,steal,private key
t1145,extract,private key
t1145,use,input capture
t1146,clear,command history
t1146,remove,command history
t1146,delete,command history
t1147,hide,user accounts
t1148,use,histcontrol
t1149,hijack,entry point for a binary
t1149,modify,entry point for a binary
t1150,modify,plist file
t1150,use,plist file
t1151,hide,file extension
t1151,hide,file type
t1152,use,code
t1152,use,agent
t1152,use,deamon
t1152,use,launchctl
t1152,install,code
t1152,install,agent
t1152,install,deamon
t1152,install,launchctl
t1152,load,code
t1152,load,agent
t1152,load,deamon
t1152,load,launchctl
t1152,reload,code
t1152,reload,agent
t1152,reload,deamon
t1152,reload,launchctl
t1152,execute,code
t1152,execute,agent
t1152,execute,deamon
t1152,execute,launchctl
t1152,launch,code
t1152,launch,agent
t1152,launch,deamon
t1152,launch,launchctl
t1152,use,code
t1152,use,agent
t1152,use,deamon
t1152,use,launchctl
t1152,abuse,code
t1152,abuse,agent
t1152,abuse,deamon
t1152,abuse,launchctl
t1153,use,source comamnd
t1154,register,code
t1154,register,command
t1155,run,script
t1155,run,Applescript
t1155,use,script
t1155,use,Applescript
t1156,insert code,bash_profile file
t1156,insert code,bashrc file
t1156,insert code,shell script
t1156,modify,bash_profile file
t1156,modify,bashrc file
t1156,modify,shell script
t1157,plant,dylib
t1157,place,dylib
t1157,use,dylib
t1158,hide,file name
t1158,hide,folder name
t1158,hide,directory name
t1159,install,launch agent
t1159,configure,launch agent
t1160,install,launch daemon
t1160,create,launch daemon
t1160,configure,launch daemon
t1160,modify,launch daemon
t1161,remove,LC_CODE_SIGNATURE command
t1162,register,login item
t1162,register,plist file
t1162,modify,login item
t1162,modify,plist file
t1162,set,login item
t1162,set,plist file
t1163,use,rc.common file
t1164,modify,property list file
t1164,modify,plist file
t1164,modify,loginwindow plist file
t1165,create,startup item
t1165,create,startup item directory file
t1165,create,startup item directory folder
t1165,modify,startup item
t1165,modify,startup item directory file
t1165,modify,startup item directory folder
t1166,set,setuid flag
t1166,set,setgid bits
T1167,scan,securityd memory
t1168,schedule,job
t1168,schedule,executable execution
t1168,schedule,program execution
t1169,use,sudoers file configuration
t1170,execute,file
t1170,execute,.hta file
t1170,execute,javascript
t1170,execute,VBscript
t1171,collect,username
t1171,collect,ntlmv2 hash
t1171,collect,hash
t1171,crack,username
t1171,crack,ntlmv2 hash
t1171,crack,hash
t1171,intercept,ntlmv2 hash
t1171,intercept,hash
t1171,relay,ntlmv2 hash
t1171,relay,hash
t1171,spoof,authoritative source
t1172,obfuscate,destination
t1172,hide,destination
t1173,poison,microsoft office document
t1173,use,DDE
t1173,use,dynamic data exchange
t1173,use,OLe
t1173,use,object linking and embedding
t1174,register,password filter DLL
t1175,execute,macro
t1175,execute,shellcode
t1175,execute,com object
t1175,execute,DDE comand
t1175,activate,macro
t1175,activate,shellcode
t1175,activate,com object
t1175,activate,DDE comand
t1175,launch,macro
t1175,launch,shellcode
t1175,launch,com object
t1175,launch,DDE comand
t1176,install,malicious extension
t1176,install,browser extension
t1176,install,chrome extension
t1176,install,safari extension
t1177,target,lsass.exe
t1177,use,lsass.exe
t1178,insert sid value,sid history
t1179,hook,API function
t1179,hook,process
t1179,hook,CredEnumerateA API
t1179,hook,win32 API
t1179,capture,API function
t1179,capture,process
t1179,capture,CredEnumerateA API
t1179,capture,win32 API
t1179,install,hooking mechanism
t1180,use,screensaver setting registry key
t1180,modify,screensaver setting registry key
t1181,overwrite,Extra Window Memory location
t1181,modify,Extra Window Memory location
t1182,abuse,AppCertDLLs Registry key
t1182,use,AppCertDLLs Registry key
t1182,modify,AppCertDLLs Registry key
t1183,abuse,Image File Execution Options registry key values
t1183,use,Image File Execution Options registry key values
t1183,modify,Image File Execution Options registry key values
t1183,overwrite,Image File Execution Options registry key values
t1183,use,ifeo
t1183,use,ifeo mechanism
t1183,install,ifeo
t1183,install,ifeo mechanism
t1184,hijack,connection
t1184,hijack,SSH session
t1185,inject software,browser
t1185,inject code,browser
t1186,create,txf transaction
t1186,create,file
t1186,create,shared section of memory
t1186,create,executable
t1186,create,executable
t1186,create,code
t1186,create,process
t1186,overwrite,txf transaction
t1186,overwrite,file
t1186,overwrite,shared section of memory
t1186,overwrite,executable
t1186,overwrite,executable
t1186,overwrite,code
t1186,overwrite,process
t1186,create,txf transaction
t1186,create,file
t1186,create,shared section of memory
t1186,create,executable
t1186,create,executable
t1186,create,code
t1186,create,process
t1186,load,txf transaction
t1186,load,file
t1186,load,shared section of memory
t1186,load,executable
t1186,load,executable
t1186,load,code
t1186,load,process
t1186,undo change,txf transaction
t1186,undo change,file
t1186,undo change,shared section of memory
t1186,undo change,executable
t1186,undo change,executable
t1186,undo change,code
t1186,undo change,process
t1186,remove,txf transaction
t1186,remove,file
t1186,remove,shared section of memory
t1186,remove,executable
t1186,remove,executable
t1186,remove,code
t1186,remove,process
t1186,create,txf transaction
t1186,create,file
t1186,create,shared section of memory
t1186,create,executable
t1186,create,executable
t1186,create,code
t1186,create,process
t1186,initiate execute,txf transaction
t1186,initiate execute,file
t1186,initiate execute,shared section of memory
t1186,initiate execute,executable
t1186,initiate execute,executable
t1186,initiate execute,code
t1186,initiate execute,process
t1186,launch,process
t1186,inject,process
t1186,conceal,process
t1187,place,.lnk file
t1187,place,.scf file
t1187,send,attachment
t1188,chain,proxy
t1188,link,proxy
t1189,deliever code,browser
t1189,inject code,browser
t1189,insert object,browser
t1189,insert web object,browser
t1189,use,ads
t1189,inject,ads
t1189,post,ads
t1190,take advantage,software weakenss
t1190,take advantage,bug
t1190,take advantage,weakness
t1190,take advantage,glitch
t1190,take advantage,vulnerability
t1190,exploit,software weakenss
t1190,exploit,bug
t1190,exploit,weakness
t1190,exploit,glitch
t1190,exploit,vulnerability
t1190,abuse,software weakenss
t1190,abuse,bug
t1190,abuse,weakness
t1190,abuse,glitch
t1190,abuse,vulnerability
t1191,supply cmstp.exe,INF file
t1191,supply cmstp.exe,.inf file
t1192,include,link
t1192,prompt,user
t1192,solicit,user
t1192,use,URL
t1192,use,link
t1193,execute,email payload
t1193,exploite,vulnerability
t1193,manipulate,file extensions
t1193,manipulate,icons
t1193,attach,file extensions
t1193,attach,icons
t1193,send,email with file attachment
t1194,create,social media account
t1194,message,employee
t1194,send,link
t1194,send,attachment
t1194,send,message
t1194,send,content
t1195,add,code
t1195,add,software
t1195,install,software
t1195,Compromise,system image
t1195,infect,system image
t1195,manipulate,development tool
t1195,manipulate,development environment
t1195,manipulate,source code repository
t1195,manipulate,source
t1195,manipulate,code
t1195,manipulate,software update
t1195,manipulate,distribution mechanisms
t1195,replace,software
t1195,sell,counterfeit product
t1195,target,open source project
t1195,target,open source code
t1195,use,open source project
t1195,use,open source code
t1195,utilize,open source project
t1195,utilize,open source code
t1196,use,control panel item file
t1196,use,.cpl file
t1196,deliver,control panel item file
t1196,deliver,.cpl file
t1196,execute,control panel item file
t1196,execute,.cpl file
t1197,abuse,bits
t1197,abuse,bits execution
t1197,abuse,bits upload functionality
t1197,use,bits
t1197,use,bits execution
t1197,use,bits upload functionality
t1198,use,sip and trust provider
t1198,use,sip
t1198,use,trust provider
t1198,abuse,sip and trust provider
t1198,abuse,sip
t1198,abuse,trust provider
t1198,hijack,sip and trust provider
t1198,hijack,sip
t1198,hijack,trust provider
t1199,exploit,connection
t1199,exploit,network
t1199,use,connection
t1199,use,network
t1199,access,connection
t1199,access,network
t1200,add,hardware
t1200,add,computer accessories
t1200,add,firmware
t1200,introduce,hardware
t1200,introduce,computer accessories
t1200,introduce,firmware
t1200,modify,hardware
t1200,modify,computer accessories
t1200,modify,firmware
t1201,access detailed information,password policy
t1202,execute,command
t1203,exploit,web browser vulnerability
t1203,exploit,microsoft office application vulnerability
t1203,exploit,commonly used software vulnerability
t1203,exploit,Adobe Reader vulnerability
t1203,exploit,Flash vulnerability
t1203,exploit,microsoft word vulnerability
t1203,exploit,Equation Editor vulnerability
t1203,exploit,WinRAR vulnerability
t1203,exploit,Hadoop vulnerability
t1203,exploit,Redis vulnerability
t1203,exploit,ActiveMQ vulnerability
t1203,exploit,microsoft sharepoint vulnerability
t1204,weaponize,executable
t1204,weaponize,file
t1204,weaponize,.doc  file
t1204,weaponize,.pdf  file
t1204,weaponize,.xls  file
t1204,weaponize,.rtf  file
t1204,weaponize,.scr  file
t1204,weaponize,.exe  file
t1204,weaponize,.lnk file
t1204,weaponize,.pif file
t1204,weaponize,.cpl file
